0,1,2
audio,,(file)
,Active,Passive
Infinitive,ange,anges
Present tense,anger,anges
Past tense,angav,angavs
Supine,angett,angetts
Imperative,ange,—
Present participle,—,
Past participle,—,
,Active,Passive
Infinitive,ange,anges
Present tense,anger,anges
Past tense,angav,angavs
Supine,angivit,angivits
Imperative,ange,—
Present participle,angeende,
Past participle,angiven,
,Active,Passive
Infinitive,angiva,angivas
Present tense,angiver,angives
Past tense,angav,angavs
Supine,angivit,angivits
Imperative,angiv,—
Present participle,angivande,
Past participle,angiven,
