0,1,2,3
audio,,(file),
Inflection of nära,,,
Indefinite/attributive,Positive,Comparative,Superlative2
Common singular,nära,närmare,närmast
Neuter singular,nära,närmare,närmast
Plural,nära,närmare,närmast
Definite,Positive,Comparative,Superlative
Masculine singular1,näre,närmare,närmaste
All,nära,närmare,närmaste
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,
Inflection of nära,,,
Indefinite/attributive,Positive,Comparative,Superlative2
Common singular,nära,närmre,närmst
Neuter singular,nära,närmre,närmst
Plural,nära,närmre,närmst
Definite,Positive,Comparative,Superlative
Masculine singular1,näre,närmre,närmste
All,nära,närmre,närmsta
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,
,Active,Passive,
Infinitive,nära,näras,
Present tense,när,"närs, näres",
Past tense,närde,närdes,
Supine,närt,närts,
Imperative,när,—,
Present participle,närande,,
Past participle,närd,,
