0,1,2,3
PIE root,,,
*ǵʰelh₃-,,,
audio,,(file),
Inflection of gul,,,
Indefinite/attributive,Positive,Comparative,Superlative2
Common singular,gul,gulare,gulast
Neuter singular,gult,gulare,gulast
Plural,gula,gulare,gulast
Definite,Positive,Comparative,Superlative
Masculine singular1,gule,gulare,gulaste
All,gula,gulare,gulaste
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,
