0,1,2,3,4
PIE root,,,,
*swep-,,,,
Present,Singular,Dual,Plural,
1st person,spim,spimej,spimy,
2nd person,spiš,spitej,spiśo,
3rd person,spi,spitej,"spě, spiju",
Preterite,Singular,Dual,Plural,
1st person,spach,spachmej,spachmy,
2nd person,spašo,spaštej,spašćo,
3rd person,spašo,spaštej,spachu,
Imperative,Singular,Dual,Plural,
2nd person,spi,spitej,spiśo,
póspaś pf ‎(“to sleep a little”)  pśespaś pf ‎(“to sleep through”)  spańc m ‎(“sleeper”)  spanje n ‎(“sleep [noun]”),,"spański ‎(“pertaining to sleeping”)  spicy ‎(“sleeping, dormant”)  spijkaś impf ‎(“sleep well”)  spinkaś impf ‎(“sleep well”)",,"wobspaś pf ‎(“to sleep on, consider overnight”)  wótspaś pf ‎(“to sleep with, have sex with”)  wuspaś se pf ‎(“to sleep in, get enough sleep”)  zaspaś pf ‎(“to oversleep”)"
