0,1,2
"Inflection (stem in -a-, back harmony)",,
,singular,plural
nominative,gondozott,gondozottak
accusative,gondozottat,gondozottakat
dative,gondozottnak,gondozottaknak
instrumental,gondozottal,gondozottakkal
causal-final,gondozottért,gondozottakért
translative,gondozottá,gondozottakká
terminative,gondozottig,gondozottakig
essive-formal,gondozottként,gondozottakként
essive-modal,—,—
inessive,gondozottban,gondozottakban
superessive,gondozotton,gondozottakon
adessive,gondozottnál,gondozottaknál
illative,gondozottba,gondozottakba
sublative,gondozottra,gondozottakra
allative,gondozotthoz,gondozottakhoz
elative,gondozottból,gondozottakból
delative,gondozottról,gondozottakról
ablative,gondozottól,gondozottaktól
Possessive forms of gondozott,,
possessor,single possession,multiple possessions
1st person sing.,gondozottam,gondozottjaim
2nd person sing.,gondozottad,gondozottjaid
3rd person sing.,gondozottja,gondozottjai
1st person plural,gondozottunk,gondozottjaink
2nd person plural,gondozottatok,gondozottjaitok
3rd person plural,gondozottjuk,gondozottjaik
