0,1,2,3,4,5,6,7,8
Audio,,(file),,,,,,
Infinitive,találni,,,,,,,
Past participle,talált,,,,,,,
Present participle,találó,,,,,,,
Future participle,találandó,,,,,,,
Adverbial participle,találva,,,,,,,
Potential,találhat,,,,,,,
,1st person sg,2nd person sg informal,"3rd person sg,2nd person sg formal",1st person pl,2nd person pl informal,"3rd person pl,2nd person pl formal",,
Indicative Mood,Present,Indefinite,találok,találsz,talál,találunk,találtok,találnak
Definite,találom én téged/titekettalállak,találod,találja,találjuk,találjátok,találják,,
Past,Indefinite,találtam,találtál,talált,találtunk,találtatok,találtak,
Definite,találtamén téged/titekettaláltalak,találtad,találta,találtuk,találtátok,találták,,
Conditional Mood,Present,Indefinite,találnék,találnál,találna,találnánk,találnátok,találnának
Definite,találnámén téged/titekettalálnálak,találnád,találná,találnánk,találnátok,találnák,,
Subjunctive Mood,Present,Indefinite,találjak,találjortaláljál,találjon,találjunk,találjatok,találjanak
Definite,találjamén téged/titekettaláljalak,találdortaláljad,találja,találjuk,találjátok,találják,,
Conjugated Infinitive,találnom,találnod,találnia,találnunk,találnotok,találniuk,,
találat  találékony  találgat,,található  találkozik,,találmány  találó,,talán  talány,,
betalál eltalál  feltalál,,föltalál  hazatalál  idetalál,,kitalál  megtalál  odatalál,,rátalál  visszatalál,,
