0,1,2
január,← február →,március
Abbreviation : febr.     Adjective : februári     Adverb : februáronként,,
Hungarian Wikipedia article on február,,
Audio,,(file)
"Inflection (stem in -o-, back harmony)",,
,singular,plural
nominative,február,februárok
accusative,februárt,februárokat
dative,februárnak,februároknak
instrumental,februárral,februárokkal
causal-final,februárért,februárokért
translative,februárrá,februárokká
terminative,februárig,februárokig
essive-formal,februárként,februárokként
essive-modal,—,—
inessive,februárban,februárokban
superessive,februáron,februárokon
adessive,februárnál,februároknál
illative,februárba,februárokba
sublative,februárra,februárokra
allative,februárhoz,februárokhoz
elative,februárból,februárokból
delative,februárról,februárokról
ablative,februártól,februároktól
Possessive forms of február,,
possessor,single possession,multiple possessions
1st person sing.,februárom,februárjaim
2nd person sing.,februárod,februárjaid
3rd person sing.,februárja,februárjai
1st person plural,februárunk,februárjaink
2nd person plural,februárotok,februárjaitok
3rd person plural,februárjuk,februárjaik
