0,1,2
"Inflection (stem in long/high vowel, front rounded harmony)",,
,singular,plural
nominative,feszélyező,feszélyezők
accusative,feszélyezőt,feszélyezőket
dative,feszélyezőnek,feszélyezőknek
instrumental,feszélyezővel,feszélyezőkkel
causal-final,feszélyezőért,feszélyezőkért
translative,feszélyezővé,feszélyezőkké
terminative,feszélyezőig,feszélyezőkig
essive-formal,feszélyezőként,feszélyezőkként
essive-modal,—,—
inessive,feszélyezőben,feszélyezőkben
superessive,feszélyezőn,feszélyezőkön
adessive,feszélyezőnél,feszélyezőknél
illative,feszélyezőbe,feszélyezőkbe
sublative,feszélyezőre,feszélyezőkre
allative,feszélyezőhöz,feszélyezőkhöz
elative,feszélyezőből,feszélyezőkből
delative,feszélyezőről,feszélyezőkről
ablative,feszélyezőtől,feszélyezőktől
"Inflection (stem in -e-, front rounded harmony)",,
,singular,plural
nominative,feszélyező,feszélyezőek
accusative,feszélyezőt,feszélyezőeket
dative,feszélyezőnek,feszélyezőeknek
instrumental,feszélyezővel,feszélyezőekkel
causal-final,feszélyezőért,feszélyezőekért
translative,feszélyezővé,feszélyezőekké
terminative,feszélyezőig,feszélyezőekig
essive-formal,feszélyezőként,feszélyezőekként
essive-modal,—,—
inessive,feszélyezőben,feszélyezőekben
superessive,feszélyezőn,feszélyezőeken
adessive,feszélyezőnél,feszélyezőeknél
illative,feszélyezőbe,feszélyezőekbe
sublative,feszélyezőre,feszélyezőekre
allative,feszélyezőhöz,feszélyezőekhez
elative,feszélyezőből,feszélyezőekből
delative,feszélyezőről,feszélyezőekről
ablative,feszélyezőtől,feszélyezőektől
