0,1,2,3,4
Case,adjective,,,
"nominative, genitive, instrumental",ყავისფერი ‎(q̇avisperi),,,
ergative,ყავისფერმა ‎(q̇avisperma),,,
"dative, adverbial",ყავისფერ ‎(q̇avisper),,,
vocative,ყავისფერო ‎(q̇avispero),,,
Colors in Georgian · ფერები ‎(perebi) (layout · text),,,,
წითელი ‎(c̣iteli),მწვანე ‎(mc̣vane),ყვითელი ‎(q̇viteli),?,თეთრი ‎(tetri)
ჟოლოსფერი ‎(žolosperi),მეწამული ‎(mec̣amuli),?,მწვანე ‎(mc̣vane),ვარდისფერი ‎(vardisperi)
?,ლურჯი ‎(lurǯi),ნარინჯისფერი ‎(narinǯisperi),ნაცრისფერი ‎(nacrisperi),იისფერი ‎(iisperi)
შავი ‎(šavi),იასამნისფერი ‎(iasamnisperi),ყავისფერი ‎(q̇avisperi),"ლაჟვარდოვანი ‎(lažvardovani),ცისფერი ‎(cisperi)",?
