0,1,2,3
,singular,plural,archaic plural
nominative,დაკრძალვა ‎(daḳrʒalva),დაკრძალვები ‎(daḳrʒalvebi),დაკრძალვანი ‎(daḳrʒalvani)
ergative,დაკრძალვამ ‎(daḳrʒalvam),დაკრძალვებმა ‎(daḳrʒalvebma),დაკრძალვათ(ა) ‎(daḳrʒalvat(a))
dative,დაკრძალვას(ა) ‎(daḳrʒalvas(a)),დაკრძალვებს(ა) ‎(daḳrʒalvebs(a)),დაკრძალვათ(ა) ‎(daḳrʒalvat(a))
genitive,დაკრძალვის(ა) ‎(daḳrʒalvis(a)),დაკრძალვების(ა) ‎(daḳrʒalvebis(a)),დაკრძალვათ(ა) ‎(daḳrʒalvat(a))
instrumental,დაკრძალვით(ა) ‎(daḳrʒalvit(a)),დაკრძალვებით(ა) ‎(daḳrʒalvebit(a)),
adverbial,დაკრძალვად(ა) ‎(daḳrʒalvad(a)),დაკრძალვებად(ა) ‎(daḳrʒalvebad(a)),
vocative,დაკრძალვავ ‎(daḳrʒalvav),დაკრძალვებო ‎(daḳrʒalvebo),დაკრძალვანო ‎(daḳrʒalvano)
Notes: archaic plurals might not exist.,,,
postpositions taking a dative case,singular,plural,
-ზე (on - ),დაკრძალვაზე ‎(daḳrʒalvaze),დაკრძალვებზე ‎(daḳrʒalvebze),
-თან (near - ),დაკრძალვასთან ‎(daḳrʒalvastan),დაკრძალვებთან ‎(daḳrʒalvebtan),
-ში (in - ),დაკრძალვაში ‎(daḳrʒalvaši),დაკრძალვებში ‎(daḳrʒalvebši),
-ვით (like a - ),დაკრძალვასავით ‎(daḳrʒalvasavit),დაკრძალვებივით ‎(daḳrʒalvebivit),
postpositions taking a genitive case,singular,plural,
-თვის (for - ),დაკრძალვისთვის ‎(daḳrʒalvistvis),დაკრძალვებისთვის ‎(daḳrʒalvebistvis),
-ებრ (like a - ),დაკრძალვისებრ ‎(daḳrʒalvisebr),დაკრძალვებისებრ ‎(daḳrʒalvebisebr),
-კენ (towards - ),დაკრძალვისკენ ‎(daḳrʒalvisḳen),დაკრძალვებისკენ ‎(daḳrʒalvebisḳen),
-გან (from/of - ),დაკრძალვისგან ‎(daḳrʒalvisgan),დაკრძალვებისგან ‎(daḳrʒalvebisgan),
postpositions taking an instrumental case,singular,plural,
-დან (from / since - ),დაკრძალვიდან ‎(daḳrʒalvidan),დაკრძალვებიდან ‎(daḳrʒalvebidan),
-ურთ (together with - ),დაკრძალვითურთ ‎(daḳrʒalviturt),დაკრძალვებითურთ ‎(daḳrʒalvebiturt),
postpositions taking an adverbial case,singular,plural,
-მდე (up to - ),დაკრძალვამდე ‎(daḳrʒalvamde),დაკრძალვებამდე ‎(daḳrʒalvebamde),
