0,1,2,3,4,5,6
Audio,,(file),,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,ekskomunikować,,,,,
present tense,1st,ekskomunikuję,ekskomunikujemy,,,
2nd,ekskomunikujesz,ekskomunikujecie,,,,
3rd,ekskomunikuje,ekskomunikują,,,,
past tense,1st,ekskomunikowałem,ekskomunikowałam,,ekskomunikowaliśmy,ekskomunikowałyśmy
2nd,ekskomunikowałeś,ekskomunikowałaś,,ekskomunikowaliście,ekskomunikowałyście,
3rd,ekskomunikował,ekskomunikowała,ekskomunikowało,ekskomunikowali,ekskomunikowały,
future tense,1st,będę ekskomunikował1,będę ekskomunikowała1,,będziemy ekskomunikowali1,będziemy ekskomunikowały1
2nd,będziesz ekskomunikował1,będziesz ekskomunikowała1,,będziecie ekskomunikowali1,będziecie ekskomunikowały1,
3rd,będzie ekskomunikował1,będzie ekskomunikowała1,będzie ekskomunikowało1,będą ekskomunikowali1,będą ekskomunikowały1,
conditional,1st,ekskomunikowałbym,ekskomunikowałabym,,ekskomunikowalibyśmy,ekskomunikowałybyśmy
2nd,ekskomunikowałbyś,ekskomunikowałabyś,,ekskomunikowalibyście,ekskomunikowałybyście,
3rd,ekskomunikowałby,ekskomunikowałaby,ekskomunikowałoby,ekskomunikowaliby,ekskomunikowałyby,
imperative,1st,—,ekskomunikujmy,,,
2nd,ekskomunikuj,ekskomunikujcie,,,,
3rd,niech ekskomunikuje,niech ekskomunikują,,,,
active adjectival participle,ekskomunikujący,ekskomunikująca,ekskomunikujące,ekskomunikujący,ekskomunikujące,
passive adjectival participle,ekskomunikowany,ekskomunikowana,ekskomunikowane,ekskomunikowani,ekskomunikowane,
contemporary adverbial participle,ekskomunikując,,,,,
impersonal past,ekskomunikowano,,,,,
verbal noun,ekskomunikowanie,,,,,
"1 or: będę ekskomunikować, będziesz ekskomunikować etc.",,,,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, n, f",
infinitive,ekskomunikować,,,,,
future tense,1st,ekskomunikuję,ekskomunikujemy,,,
2nd,ekskomunikujesz,ekskomunikujecie,,,,
3rd,ekskomunikuje,ekskomunikują,,,,
past tense,1st,ekskomunikowałem,ekskomunikowałam,,ekskomunikowaliśmy,ekskomunikowałyśmy
2nd,ekskomunikowałeś,ekskomunikowałaś,,ekskomunikowaliście,ekskomunikowałyście,
3rd,ekskomunikował,ekskomunikowała,ekskomunikowało,ekskomunikowali,ekskomunikowały,
conditional,1st,ekskomunikowałbym,ekskomunikowałabym,,ekskomunikowalibyśmy,ekskomunikowałybyśmy
2nd,ekskomunikowałbyś,ekskomunikowałabyś,,ekskomunikowalibyście,ekskomunikowałybyście,
3rd,ekskomunikowałby,ekskomunikowałaby,ekskomunikowałoby,ekskomunikowaliby,ekskomunikowałyby,
imperative,1st,niech ekskomunikuję,ekskomunikujmy,,,
2nd,ekskomunikuj,ekskomunikujcie,,,,
3rd,niech ekskomunikuje,niech ekskomunikują,,,,
passive adjectival participle,ekskomunikowany,ekskomunikowana,ekskomunikowane,ekskomunikowani,ekskomunikowane,
anterior adverbial participle,ekskomunikowawszy,,,,,
impersonal past,ekskomunikowano,,,,,
verbal noun,ekskomunikowanie,,,,,
