0,1,2,3,4,5,6
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,bajać,,,,,
present tense,1st,bajam,bajamy,,,
2nd,bajasz,bajacie,,,,
3rd,baja,bajają,,,,
past tense,1st,bajałem,bajałam,,bajaliśmy,bajałyśmy
2nd,bajałeś,bajałaś,,bajaliście,bajałyście,
3rd,bajał,bajała,bajało,bajali,bajały,
future tense,1st,będę bajał1,będę bajała1,,będziemy bajali1,będziemy bajały1
2nd,będziesz bajał1,będziesz bajała1,,będziecie bajali1,będziecie bajały1,
3rd,będzie bajał1,będzie bajała1,będzie bajało1,będą bajali1,będą bajały1,
conditional,1st,bajałbym,bajałabym,,bajalibyśmy,bajałybyśmy
2nd,bajałbyś,bajałabyś,,bajalibyście,bajałybyście,
3rd,bajałby,bajałaby,bajałoby,bajaliby,bajałyby,
imperative,1st,—,bajajmy,,,
2nd,bajaj,bajajcie,,,,
3rd,niech baja,niech bajają,,,,
active adjectival participle,bajający,bajająca,bajające,bajający,bajające,
contemporary adverbial participle,bajając,,,,,
impersonal past,bajano,,,,,
verbal noun,bajanie,,,,,
"1 or: będę bajać, będziesz bajać etc.",,,,,,
