0,1,2
audio,,(file)
Chemical element,,
Tm,Previous: erb (Er),
Next: iterb (Yb),,
,singular,
nominative,tul,
genitive,tulu,
dative,tulowi,
accusative,tul,
instrumental,tulem,
locative,tulu,
vocative,tulu,
