0,1,2,3,4
v-45,,,,
,,,,
infinitive,binda,,,
present participle,bindandi,,,
past participle a26,bundin,,,
supine,bundið,,,
number,singular,plural,,
person,first,second,third,all
indicative,eg,tú,hann/hon/tað,"vit, tit, teir/tær/tey, tygum"
present,bindi,bindur,bindur,binda
past,bant,banst,bant,bundu
imperative,–,tú,–,tit
present,—,bind!,—,bindið!
bundin a26,,,,
Singular (eintal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),bundin,bundin,bundið,
Accusative (hvønnfall),bundnan,bundna,,
Dative (hvørjumfall),bundnum,bundnari,bundnum,
Genitive (hvørsfall),(bundins),(bundnar),(bundins),
,,,,
Plural (fleirtal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),bundnir,bundnar,bundin,
Accusative (hvønnfall),bundnar,,,
Dative (hvørjumfall),bundnum,,,
Genitive (hvørsfall),(bundna),,,
