0,1,2,3
farin a26,,,
Singular (eintal),m (kallkyn),f (kvennkyn),n (hvørkikyn)
Nominative (hvørfall),farin,farin,farið
Accusative (hvønnfall),farnan,farna,
Dative (hvørjumfall),farnum,farnari,farnum
Genitive (hvørsfall),(farins),(farnar),(farins)
,,,
Plural (fleirtal),m (kallkyn),f (kvennkyn),n (hvørkikyn)
Nominative (hvørfall),farnir,farnar,farin
Accusative (hvønnfall),farnar,,
Dative (hvørjumfall),farnum,,
Genitive (hvørsfall),(farna),,
