0,1,2,3,4
v-30,,,,
,,,,
infinitive,føroyska,,,
present participle,føroyskandi,,,
past participle a6,føroyskaður,,,
supine,føroyskað,,,
number,singular,plural,,
person,first,second,third,all
indicative,eg,tú,hann/hon/tað,"vit, tit, teir/tær/tey, tygum"
present,føroyski,føroyskar,føroyskar,føroyska
past,føroyskaði,føroyskaði,føroyskaði,føroyskaðu
imperative,–,tú,–,tit
present,—,føroyska!,—,føroyskið!
føroyskur a24,,,,
Singular (eintal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),føroyskur,føroysk,føroyskt,
Accusative (hvønnfall),føroyskan,føroyska,,
Dative (hvørjumfall),føroyskum,føroyskari,føroyskum,
Genitive (hvørsfall),(føroysks),(føroyskar/føroyskrar),(føroysks),
,,,,
Plural (fleirtal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),føroyskir,føroyskar,føroysk,
Accusative (hvønnfall),føroyskar,,,
Dative (hvørjumfall),føroyskum,,,
Genitive (hvørsfall),(føroyska/føroyskra),,,
Weak adjectival inflection of føroyskur,,,,
Singular (eintal),m,f,n,
Nominative (hvørfall),føroyski,føroyska,føroyska,
Accusative (hvønnfall),føroyska,føroysku,,
Dative (hvørjumfall),,,,
Genitive (hvørsfall),,,,
,,,,
Plural (fleirtal),m,f,n,
Nominative (hvørfall),føroysku,,,
Accusative (hvønnfall),,,,
Dative (hvørjumfall),,,,
Genitive (hvørsfall),,,,
