0,1,2,3,4
,singular,plural,,
absolutive,guuti,guutit,,
ergative,guutip,guutit,,
allative,guutimut,guutinut,,
ablative,guutimit,guutinit,,
prosecutive,guutikkut,guutigut,,
locative,guutimi,guutini,,
instrumental,guutimik,guutinik,,
equative,guutitut,guutisut,,
"guutiitsoq ‎(“godless, atheist”)  guutiliaq ‎(“idol”)  Guutimik mianerinnittoq ‎(“godly, pious”)",,"Guutimik nalusoq ‎(“heathen, Gentile”)  guutipiluk ‎(“idol”)  guutipilussiorneq ‎(“idolatry”)",,guutipilussiorpoq ‎(“to worship idols”)  Guutisiorneq ‎(“worship”)  guutiussuseq ‎(“deity”)
