0,1,2,3
Tone class H,,,
Infinitive,ukufa,,
,Imperative,Imperative+ object prefix,
Singular,yifa,yife,
Plural,yifani,yifeni,
,Present,Participial,Subjunctive
1st singular,"ngiyafa, ngifa",ngifa,ngife
2nd singular,"uyafa, ufa",ufa,ufe
1st plural,"siyafa, sifa",sifa,sife
2nd plural,"niyafa, nifa",nifa,nife
Class 1,"uyafa, ufa",efa,afe
Class 2,"bayafa, bafa",befa,bafe
Class 3,"uyafa, ufa",ufa,ufe
Class 4,"iyafa, ifa",ifa,ife
Class 5,"liyafa, lifa",lifa,life
Class 6,"ayafa, afa",efa,afe
Class 7,"siyafa, sifa",sifa,sife
Class 8,"ziyafa, zifa",zifa,zife
Class 9,"iyafa, ifa",ifa,ife
Class 10,"ziyafa, zifa",zifa,zife
Class 11,"luyafa, lufa",lufa,lufe
Class 14,"buyafa, bufa",bufa,bufe
Class 15,"kuyafa, kufa",kufa,kufe
Class 17,"kuyafa, kufa",kufa,kufe
,Recent past,Recent pastcontinuous,
1st singular,"ngifile, ngifē",bengifa,
2nd singular,"ufile, ufē",ubefa,
1st plural,"sifile, sifē",sibefa,
2nd plural,"nifile, nifē",nibefa,
Class 1,"ufile, ufē",ubefa,
Class 2,"bafile, bafē",bebefa,
Class 3,"ufile, ufē",bewufa,
Class 4,"ifile, ifē",beyifa,
Class 5,"lifile, lifē",belifa,
Class 6,"afile, afē",abefa,
Class 7,"sifile, sifē",besifa,
Class 8,"zifile, zifē",bezifa,
Class 9,"ifile, ifē",beyifa,
Class 10,"zifile, zifē",bezifa,
Class 11,"lufile, lufē",belufa,
Class 14,"bufile, bufē",bebufa,
Class 15,"kufile, kufē",bekufa,
Class 17,"kufile, kufē",bekufa,
,Remote past,Remote pastcontinuous,
1st singular,ngāfa,ngangifa,
2nd singular,wāfa,wawufa,
1st plural,sāfa,sasifa,
2nd plural,nāfa,nanifa,
Class 1,wāfa,wayefa,
Class 2,bāfa,babefa,
Class 3,wāfa,wawufa,
Class 4,yāfa,yayifa,
Class 5,lāfa,lalifa,
Class 6,āfa,ayefa,
Class 7,sāfa,sasifa,
Class 8,zāfa,zazifa,
Class 9,yāfa,yayifa,
Class 10,zāfa,zazifa,
Class 11,lwāfa,lwalufa,
Class 14,bāfa,babufa,
Class 15,kwāfa,kwakufa,
Class 17,kwāfa,kwakufa,
,Future,,
1st singular,ngizokufa,,
2nd singular,uzokufa,,
1st plural,sizokufa,,
2nd plural,nizokufa,,
Class 1,uzokufa,,
Class 2,bazokufa,,
Class 3,uzokufa,,
Class 4,izokufa,,
Class 5,lizokufa,,
Class 6,azokufa,,
Class 7,sizokufa,,
Class 8,zizokufa,,
Class 9,izokufa,,
Class 10,zizokufa,,
Class 11,luzokufa,,
Class 14,buzokufa,,
Class 15,kuzokufa,,
Class 17,kuzokufa,,
