0,1,2,3,4
"Stem -zipho, class 11/10, tone class L",,,,
,Singular,Plural,,
Full form,ūzipho,izinzipho,,
Locative,ōzisheni,ezinzisheni,,
,Singular,Plural,,
Full form,ūzipho,izinzipho,,
Simple form,luzipho,zinzipho,,
Locative,ōzisheni,ezinzisheni,,
Copulative,wūzipho,yizinzipho,,
Possessive forms,,,,
,Singular,Plural,,
,Modifier,Substantive,Modifier,Substantive
Class 1,wōzipho,owōzipho,wezinzipho,owezinzipho
Class 2,bōzipho,abōzipho,bezinzipho,abezinzipho
Class 3,wōzipho,owōzipho,wezinzipho,owezinzipho
Class 4,yōzipho,eyōzipho,yezinzipho,eyezinzipho
Class 5,lōzipho,elōzipho,lezinzipho,elezinzipho
Class 6,ōzipho,awōzipho,ezinzipho,awezinzipho
Class 7,sōzipho,esōzipho,sezinzipho,esezinzipho
Class 8,zōzipho,ezōzipho,zezinzipho,ezezinzipho
Class 9,yōzipho,eyōzipho,yezinzipho,eyezinzipho
Class 10,zōzipho,ezōzipho,zezinzipho,ezezinzipho
Class 11,lwōzipho,olwōzipho,lwezinzipho,olwezinzipho
Class 14,bōzipho,obōzipho,bezinzipho,obezinzipho
Class 15,kwōzipho,okwōzipho,kwezinzipho,okwezinzipho
Class 17,kwōzipho,okwōzipho,kwezinzipho,okwezinzipho
