0,1,2,3,4,5,6,7
singular,singular,plural,,,,,
1st person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
сэ,сэ,уэ,абы,дэ,фэ,абыхам,
affirmative,present,----,сынофэ,софэ,сыдофэ,сывофэ,софэ
past,----,сынофaщ,сефaщ,сыдэфaщ,сывэфaщ,сефащ,
future,----,сынофэну,сефэну,сыдэфэну,сывэфэну,сефэну,
negative,present,---,сынофэркъым,сефэркъым,сыдэфэркъым,сывэфэркъым,сефэркъым
past,---,сынофакъым,сефакъым,сыдэфакъым,сывэфакъым,сефакъым,
future,---,сынофэнyкъым,сефэнyкъым,сыдэфэнyкъым,сывэфэнyкъым,сефэнyкъым,
2nd person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
уэ,сэ,уэ,абы,дэ,фэ,абыхам,
affirmative,present,укъысофэ,----,уофэ,укъыдофэ,укъывофэ,уофэ
past,укъэзэфaщ,----,уефaщ,укъдэфaщ,укыъвэфaщ,уефащ,
future,укъэзэфэну,----,уефэну,укъдэфэну,укъывэфэну,уефэну,
negative,present,укъэзэфэркъым,----,уефэркъым,удэфэркъым,увэфэркъым,уефэркъым
past,укъэзэфакъым,----,уефакъым,удэфакъым,увэфакъым,уефакъым,
future,укъэзэфэнyкъым,----,уефэнyкъым,удэфэнyкъым,увэфэнyкъым,уефэнyкъым,
3rd person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
ар,сэ,уэ,абы,дэ,фэ,абыхам,
affirmative,present,къэсофэ,къофэ,йофэ,къэдофэ,къэвофэ,йофэ
past,къызэфaщ,къофaщ,ефaщ,къыдэфaщ,къывэфaщ,яфащ,
future,къэзэфэну,къофэну,ефэну,къыдэфэну,къывэфэну,ефэну,
negative,present,къэсофэркъым,къофэркъым,ефэркъым,къыдэфэркъым,къывэфэркъым,ефэркъым
past,ефэркъым,къэсофакъым,къофакъым,ефакъым,къыдэфакъым,къывэфакъым,
future,ефакъым,къэсофэнyкъым,къофэнyкъым,къыдэфэнyкъым,къывэфэнyкъым,ефэнyкъым,
