0,1,2,3,4,5
,singular,plural,,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation,
nominative/accusative,(o) damă,dama,(niște) dame,damele,
genitive/dative,(unei) dame,damei,(unor) dame,damelor,
vocative,"damă, damo",damelor,,,
Chess pieces in Romanian · piese de șah (layout · text),,,,,
,,,,,
rege,"regină, damă","tură, turn",nebun,cal,pion
