0,1,2
,singular,plural
nominative,willaq,willaqkuna
accusative,willaqta,willaqkunata
dative,willaqman,willaqkunaman
genitive,willaqpa,willaqkunap
locative,willaqpi,willaqkunapi
terminative,willaqkama,willaqkunakama
ablative,willaqmanta,willaqkunamanta
instrumental,willaqwan,willaqkunawan
comitative,willaqnintin,willaqkunantin
abessive,willaqninnaq,willaqkunannaq
comparative,willaqhina,willaqkunahina
causative,willaqrayku,willaqkunarayku
benefactive,willaqpaq,willaqkunapaq
associative,willaqpura,willaqkunapura
distributive,willaqninka,willaqkunanka
exclusive,willaqlla,willaqkunalla
ñuqap (my),singular,plural
nominative,willaqniy,willaqniykuna
accusative,willaqniyta,willaqniykunata
dative,willaqniyman,willaqniykunaman
genitive,willaqniypa,willaqniykunap
locative,willaqniypi,willaqniykunapi
terminative,willaqniykama,willaqniykunakama
ablative,willaqniymanta,willaqniykunamanta
instrumental,willaqniywan,willaqniykunawan
comitative,willaqniynintin,willaqniykunantin
abessive,willaqniyninnaq,willaqniykunannaq
comparative,willaqniyhina,willaqniykunahina
causative,willaqniyrayku,willaqniykunarayku
benefactive,willaqniypaq,willaqniykunapaq
associative,willaqniypura,willaqniykunapura
distributive,willaqniyninka,willaqniykunanka
exclusive,willaqniylla,willaqniykunalla
qampa (your),singular,plural
nominative,willaqniyki,willaqniykikuna
accusative,willaqniykita,willaqniykikunata
dative,willaqniykiman,willaqniykikunaman
genitive,willaqniykipa,willaqniykikunap
locative,willaqniykipi,willaqniykikunapi
terminative,willaqniykikama,willaqniykikunakama
ablative,willaqniykimanta,willaqniykikunamanta
instrumental,willaqniykiwan,willaqniykikunawan
comitative,willaqniykintin,willaqniykikunantin
abessive,willaqniykinnaq,willaqniykikunannaq
comparative,willaqniykihina,willaqniykikunahina
causative,willaqniykirayku,willaqniykikunarayku
benefactive,willaqniykipaq,willaqniykikunapaq
associative,willaqniykipura,willaqniykikunapura
distributive,willaqniykinka,willaqniykikunanka
exclusive,willaqniykilla,willaqniykikunalla
paypa (his/her/its),singular,plural
nominative,willaqnin,willaqninkuna
accusative,willaqninta,willaqninkunata
dative,willaqninman,willaqninkunaman
genitive,willaqninpa,willaqninkunap
locative,willaqninpi,willaqninkunapi
terminative,willaqninkama,willaqninkunakama
ablative,willaqninmanta,willaqninkunamanta
instrumental,willaqninwan,willaqninkunawan
comitative,willaqninintin,willaqninkunantin
abessive,willaqninninnaq,willaqninkunannaq
comparative,willaqninhina,willaqninkunahina
causative,willaqninrayku,willaqninkunarayku
benefactive,willaqninpaq,willaqninkunapaq
associative,willaqninpura,willaqninkunapura
distributive,willaqnininka,willaqninkunanka
exclusive,willaqninlla,willaqninkunalla
ñuqanchikpa (our(incl)),singular,plural
nominative,willaqninchik,willaqninchikkuna
accusative,willaqninchikta,willaqninchikkunata
dative,willaqninchikman,willaqninchikkunaman
genitive,willaqninchikpa,willaqninchikkunap
locative,willaqninchikpi,willaqninchikkunapi
terminative,willaqninchikkama,willaqninchikkunakama
ablative,willaqninchikmanta,willaqninchikkunamanta
instrumental,willaqninchikwan,willaqninchikkunawan
comitative,willaqninchiknintin,willaqninchikkunantin
abessive,willaqninchikninnaq,willaqninchikkunannaq
comparative,willaqninchikhina,willaqninchikkunahina
causative,willaqninchikrayku,willaqninchikkunarayku
benefactive,willaqninchikpaq,willaqninchikkunapaq
associative,willaqninchikpura,willaqninchikkunapura
distributive,willaqninchikninka,willaqninchikkunanka
exclusive,willaqninchiklla,willaqninchikkunalla
ñuqaykup (our(excl)),singular,plural
nominative,willaqniyku,willaqniykukuna
accusative,willaqniykuta,willaqniykukunata
dative,willaqniykuman,willaqniykukunaman
genitive,willaqniykupa,willaqniykukunap
locative,willaqniykupi,willaqniykukunapi
terminative,willaqniykukama,willaqniykukunakama
ablative,willaqniykumanta,willaqniykukunamanta
instrumental,willaqniykuwan,willaqniykukunawan
comitative,willaqniykuntin,willaqniykukunantin
abessive,willaqniykunnaq,willaqniykukunannaq
comparative,willaqniykuhina,willaqniykukunahina
causative,willaqniykurayku,willaqniykukunarayku
benefactive,willaqniykupaq,willaqniykukunapaq
associative,willaqniykupura,willaqniykukunapura
distributive,willaqniykunka,willaqniykukunanka
exclusive,willaqniykulla,willaqniykukunalla
qamkunap (your(pl)),singular,plural
nominative,willaqniykichik,willaqniykichikkuna
accusative,willaqniykichikta,willaqniykichikkunata
dative,willaqniykichikman,willaqniykichikkunaman
genitive,willaqniykichikpa,willaqniykichikkunap
locative,willaqniykichikpi,willaqniykichikkunapi
terminative,willaqniykichikkama,willaqniykichikkunakama
ablative,willaqniykichikmanta,willaqniykichikkunamanta
instrumental,willaqniykichikwan,willaqniykichikkunawan
comitative,willaqniykichiknintin,willaqniykichikkunantin
abessive,willaqniykichikninnaq,willaqniykichikkunannaq
comparative,willaqniykichikhina,willaqniykichikkunahina
causative,willaqniykichikrayku,willaqniykichikkunarayku
benefactive,willaqniykichikpaq,willaqniykichikkunapaq
associative,willaqniykichikpura,willaqniykichikkunapura
distributive,willaqniykichikninka,willaqniykichikkunanka
exclusive,willaqniykichiklla,willaqniykichikkunalla
paykunap (their),singular,plural
nominative,willaqninku,willaqninkukuna
accusative,willaqninkuta,willaqninkukunata
dative,willaqninkuman,willaqninkukunaman
genitive,willaqninkupa,willaqninkukunap
locative,willaqninkupi,willaqninkukunapi
terminative,willaqninkukama,willaqninkukunakama
ablative,willaqninkumanta,willaqninkukunamanta
instrumental,willaqninkuwan,willaqninkukunawan
comitative,willaqninkuntin,willaqninkukunantin
abessive,willaqninkunnaq,willaqninkukunannaq
comparative,willaqninkuhina,willaqninkukunahina
causative,willaqninkurayku,willaqninkukunarayku
benefactive,willaqninkupaq,willaqninkukunapaq
associative,willaqninkupura,willaqninkukunapura
distributive,willaqninkunka,willaqninkukunanka
exclusive,willaqninkulla,willaqninkukunalla
