0,1,2
,singular,plural
nominative,chiqan,chiqankuna
accusative,chiqanta,chiqankunata
dative,chiqanman,chiqankunaman
genitive,chiqanpa,chiqankunap
locative,chiqanpi,chiqankunapi
terminative,chiqankama,chiqankunakama
ablative,chiqanmanta,chiqankunamanta
instrumental,chiqanwan,chiqankunawan
comitative,chiqannintin,chiqankunantin
abessive,chiqanninnaq,chiqankunannaq
comparative,chiqanhina,chiqankunahina
causative,chiqanrayku,chiqankunarayku
benefactive,chiqanpaq,chiqankunapaq
associative,chiqanpura,chiqankunapura
distributive,chiqanninka,chiqankunanka
exclusive,chiqanlla,chiqankunalla
ñuqap (my),singular,plural
nominative,chiqanniy,chiqanniykuna
accusative,chiqanniyta,chiqanniykunata
dative,chiqanniyman,chiqanniykunaman
genitive,chiqanniypa,chiqanniykunap
locative,chiqanniypi,chiqanniykunapi
terminative,chiqanniykama,chiqanniykunakama
ablative,chiqanniymanta,chiqanniykunamanta
instrumental,chiqanniywan,chiqanniykunawan
comitative,chiqanniynintin,chiqanniykunantin
abessive,chiqanniyninnaq,chiqanniykunannaq
comparative,chiqanniyhina,chiqanniykunahina
causative,chiqanniyrayku,chiqanniykunarayku
benefactive,chiqanniypaq,chiqanniykunapaq
associative,chiqanniypura,chiqanniykunapura
distributive,chiqanniyninka,chiqanniykunanka
exclusive,chiqanniylla,chiqanniykunalla
qampa (your),singular,plural
nominative,chiqanniyki,chiqanniykikuna
accusative,chiqanniykita,chiqanniykikunata
dative,chiqanniykiman,chiqanniykikunaman
genitive,chiqanniykipa,chiqanniykikunap
locative,chiqanniykipi,chiqanniykikunapi
terminative,chiqanniykikama,chiqanniykikunakama
ablative,chiqanniykimanta,chiqanniykikunamanta
instrumental,chiqanniykiwan,chiqanniykikunawan
comitative,chiqanniykintin,chiqanniykikunantin
abessive,chiqanniykinnaq,chiqanniykikunannaq
comparative,chiqanniykihina,chiqanniykikunahina
causative,chiqanniykirayku,chiqanniykikunarayku
benefactive,chiqanniykipaq,chiqanniykikunapaq
associative,chiqanniykipura,chiqanniykikunapura
distributive,chiqanniykinka,chiqanniykikunanka
exclusive,chiqanniykilla,chiqanniykikunalla
paypa (his/her/its),singular,plural
nominative,chiqannin,chiqanninkuna
accusative,chiqanninta,chiqanninkunata
dative,chiqanninman,chiqanninkunaman
genitive,chiqanninpa,chiqanninkunap
locative,chiqanninpi,chiqanninkunapi
terminative,chiqanninkama,chiqanninkunakama
ablative,chiqanninmanta,chiqanninkunamanta
instrumental,chiqanninwan,chiqanninkunawan
comitative,chiqanninintin,chiqanninkunantin
abessive,chiqanninninnaq,chiqanninkunannaq
comparative,chiqanninhina,chiqanninkunahina
causative,chiqanninrayku,chiqanninkunarayku
benefactive,chiqanninpaq,chiqanninkunapaq
associative,chiqanninpura,chiqanninkunapura
distributive,chiqannininka,chiqanninkunanka
exclusive,chiqanninlla,chiqanninkunalla
ñuqanchikpa (our(incl)),singular,plural
nominative,chiqanninchik,chiqanninchikkuna
accusative,chiqanninchikta,chiqanninchikkunata
dative,chiqanninchikman,chiqanninchikkunaman
genitive,chiqanninchikpa,chiqanninchikkunap
locative,chiqanninchikpi,chiqanninchikkunapi
terminative,chiqanninchikkama,chiqanninchikkunakama
ablative,chiqanninchikmanta,chiqanninchikkunamanta
instrumental,chiqanninchikwan,chiqanninchikkunawan
comitative,chiqanninchiknintin,chiqanninchikkunantin
abessive,chiqanninchikninnaq,chiqanninchikkunannaq
comparative,chiqanninchikhina,chiqanninchikkunahina
causative,chiqanninchikrayku,chiqanninchikkunarayku
benefactive,chiqanninchikpaq,chiqanninchikkunapaq
associative,chiqanninchikpura,chiqanninchikkunapura
distributive,chiqanninchikninka,chiqanninchikkunanka
exclusive,chiqanninchiklla,chiqanninchikkunalla
ñuqaykup (our(excl)),singular,plural
nominative,chiqanniyku,chiqanniykukuna
accusative,chiqanniykuta,chiqanniykukunata
dative,chiqanniykuman,chiqanniykukunaman
genitive,chiqanniykupa,chiqanniykukunap
locative,chiqanniykupi,chiqanniykukunapi
terminative,chiqanniykukama,chiqanniykukunakama
ablative,chiqanniykumanta,chiqanniykukunamanta
instrumental,chiqanniykuwan,chiqanniykukunawan
comitative,chiqanniykuntin,chiqanniykukunantin
abessive,chiqanniykunnaq,chiqanniykukunannaq
comparative,chiqanniykuhina,chiqanniykukunahina
causative,chiqanniykurayku,chiqanniykukunarayku
benefactive,chiqanniykupaq,chiqanniykukunapaq
associative,chiqanniykupura,chiqanniykukunapura
distributive,chiqanniykunka,chiqanniykukunanka
exclusive,chiqanniykulla,chiqanniykukunalla
qamkunap (your(pl)),singular,plural
nominative,chiqanniykichik,chiqanniykichikkuna
accusative,chiqanniykichikta,chiqanniykichikkunata
dative,chiqanniykichikman,chiqanniykichikkunaman
genitive,chiqanniykichikpa,chiqanniykichikkunap
locative,chiqanniykichikpi,chiqanniykichikkunapi
terminative,chiqanniykichikkama,chiqanniykichikkunakama
ablative,chiqanniykichikmanta,chiqanniykichikkunamanta
instrumental,chiqanniykichikwan,chiqanniykichikkunawan
comitative,chiqanniykichiknintin,chiqanniykichikkunantin
