0,1,2,3,4,5,6,7,8
infinitive,yupay,,,,,,,
agentive,yupaq,,,,,,,
present participle,yupaspa,,,,,,,
past participle,yupasqa,,,,,,,
future participle,yupana,,,,,,,
,singular,plural,,,,,,
1st person,2nd person,3rd person,1st person inclusive,1st person exclusive,2nd person,3rd person,,
indicative,,ñuqa,qam,pay,ñuqanchik,ñuqayku,qamkuna,paykuna
present,yupani,yupanki,yupan,yupanchik,yupayku,yupankichik,yupanku,
past(experienced),yuparqani,yuparqanki,yuparqan,yuparqanchik,yuparqaniku,yuparqankichik,yuparqanku,
past(reported),yupasqani,yupasqanki,yupasqan,yupasqanchik,yupasqaniku,yupasqankichik,yupasqanku,
future,yupasaq,yupanki,yupanqa,yupasunchik,yupasaqku,yupankichik,yupanqaku,
,,,,,,,,
imperative,,—,qam,pay,—,—,qamkuna,paykuna
affirmative,,yupay,yupachun,,,yupaychik,yupachunku,
negative,,amayupaychu,amayupachunchu,,,amayupaychikchu,amayupachunkuchu,
,singular,plural,,,,,,
nominative,yupay,yupaykuna,,,,,,
accusative,yupayta,yupaykunata,,,,,,
dative,yupayman,yupaykunaman,,,,,,
genitive,yupaypa,yupaykunap,,,,,,
locative,yupaypi,yupaykunapi,,,,,,
terminative,yupaykama,yupaykunakama,,,,,,
ablative,yupaymanta,yupaykunamanta,,,,,,
instrumental,yupaywan,yupaykunawan,,,,,,
comitative,yupaynintin,yupaykunantin,,,,,,
abessive,yupayninnaq,yupaykunannaq,,,,,,
comparative,yupayhina,yupaykunahina,,,,,,
causative,yupayrayku,yupaykunarayku,,,,,,
benefactive,yupaypaq,yupaykunapaq,,,,,,
associative,yupaypura,yupaykunapura,,,,,,
distributive,yupayninka,yupaykunanka,,,,,,
exclusive,yupaylla,yupaykunalla,,,,,,
ñuqap (my),singular,plural,,,,,,
nominative,yupayniy,yupayniykuna,,,,,,
accusative,yupayniyta,yupayniykunata,,,,,,
dative,yupayniyman,yupayniykunaman,,,,,,
genitive,yupayniypa,yupayniykunap,,,,,,
locative,yupayniypi,yupayniykunapi,,,,,,
terminative,yupayniykama,yupayniykunakama,,,,,,
ablative,yupayniymanta,yupayniykunamanta,,,,,,
instrumental,yupayniywan,yupayniykunawan,,,,,,
comitative,yupayniynintin,yupayniykunantin,,,,,,
abessive,yupayniyninnaq,yupayniykunannaq,,,,,,
comparative,yupayniyhina,yupayniykunahina,,,,,,
causative,yupayniyrayku,yupayniykunarayku,,,,,,
benefactive,yupayniypaq,yupayniykunapaq,,,,,,
associative,yupayniypura,yupayniykunapura,,,,,,
distributive,yupayniyninka,yupayniykunanka,,,,,,
exclusive,yupayniylla,yupayniykunalla,,,,,,
qampa (your),singular,plural,,,,,,
nominative,yupayniyki,yupayniykikuna,,,,,,
accusative,yupayniykita,yupayniykikunata,,,,,,
dative,yupayniykiman,yupayniykikunaman,,,,,,
genitive,yupayniykipa,yupayniykikunap,,,,,,
locative,yupayniykipi,yupayniykikunapi,,,,,,
terminative,yupayniykikama,yupayniykikunakama,,,,,,
ablative,yupayniykimanta,yupayniykikunamanta,,,,,,
instrumental,yupayniykiwan,yupayniykikunawan,,,,,,
comitative,yupayniykintin,yupayniykikunantin,,,,,,
abessive,yupayniykinnaq,yupayniykikunannaq,,,,,,
comparative,yupayniykihina,yupayniykikunahina,,,,,,
causative,yupayniykirayku,yupayniykikunarayku,,,,,,
benefactive,yupayniykipaq,yupayniykikunapaq,,,,,,
associative,yupayniykipura,yupayniykikunapura,,,,,,
distributive,yupayniykinka,yupayniykikunanka,,,,,,
exclusive,yupayniykilla,yupayniykikunalla,,,,,,
paypa (his/her/its),singular,plural,,,,,,
nominative,yupaynin,yupayninkuna,,,,,,
accusative,yupayninta,yupayninkunata,,,,,,
dative,yupayninman,yupayninkunaman,,,,,,
genitive,yupayninpa,yupayninkunap,,,,,,
locative,yupayninpi,yupayninkunapi,,,,,,
terminative,yupayninkama,yupayninkunakama,,,,,,
ablative,yupayninmanta,yupayninkunamanta,,,,,,
instrumental,yupayninwan,yupayninkunawan,,,,,,
comitative,yupayninintin,yupayninkunantin,,,,,,
abessive,yupayninninnaq,yupayninkunannaq,,,,,,
comparative,yupayninhina,yupayninkunahina,,,,,,
causative,yupayninrayku,yupayninkunarayku,,,,,,
benefactive,yupayninpaq,yupayninkunapaq,,,,,,
associative,yupayninpura,yupayninkunapura,,,,,,
distributive,yupaynininka,yupayninkunanka,,,,,,
exclusive,yupayninlla,yupayninkunalla,,,,,,
ñuqanchikpa (our(incl)),singular,plural,,,,,,
nominative,yupayninchik,yupayninchikkuna,,,,,,
accusative,yupayninchikta,yupayninchikkunata,,,,,,
dative,yupayninchikman,yupayninchikkunaman,,,,,,
genitive,yupayninchikpa,yupayninchikkunap,,,,,,
locative,yupayninchikpi,yupayninchikkunapi,,,,,,
terminative,yupayninchikkama,yupayninchikkunakama,,,,,,
ablative,yupayninchikmanta,yupayninchikkunamanta,,,,,,
instrumental,yupayninchikwan,yupayninchikkunawan,,,,,,
comitative,yupayninchiknintin,yupayninchikkunantin,,,,,,
abessive,yupayninchikninnaq,yupayninchikkunannaq,,,,,,
comparative,yupayninchikhina,yupayninchikkunahina,,,,,,
causative,yupayninchikrayku,yupayninchikkunarayku,,,,,,
benefactive,yupayninchikpaq,yupayninchikkunapaq,,,,,,
associative,yupayninchikpura,yupayninchikkunapura,,,,,,
distributive,yupayninchikninka,yupayninchikkunanka,,,,,,
exclusive,yupayninchiklla,yupayninchikkunalla,,,,,,
ñuqaykup (our(excl)),singular,plural,,,,,,
nominative,yupayniyku,yupayniykukuna,,,,,,
accusative,yupayniykuta,yupayniykukunata,,,,,,
dative,yupayniykuman,yupayniykukunaman,,,,,,
genitive,yupayniykupa,yupayniykukunap,,,,,,
locative,yupayniykupi,yupayniykukunapi,,,,,,
terminative,yupayniykukama,yupayniykukunakama,,,,,,
ablative,yupayniykumanta,yupayniykukunamanta,,,,,,
instrumental,yupayniykuwan,yupayniykukunawan,,,,,,
comitative,yupayniykuntin,yupayniykukunantin,,,,,,
abessive,yupayniykunnaq,yupayniykukunannaq,,,,,,
comparative,yupayniykuhina,yupayniykukunahina,,,,,,
