0,1,2,3
IMPERFECTIVE,singular,duoplural,plural
1st person,dishkóóh,diikóóh,dadiikóóh
2nd person,díkóóh,doohkóóh,dadoohkóóh
3rd person,dikóóh,dadikóóh,
4th person,jidikóóh,dazhdikóóh,
PERFECTIVE,singular,duoplural,plural
1st person,dékwih,deekwih,dadeekwih
2nd person,díníkwih,disookwih,dadisookwih
3rd person,deezkwih,dadeezkwih,
4th person,jideezkwih,dazhdeezkwih,
FUTURE,singular,duoplural,plural
1st person,dideeshkoh,didiikoh,dadidiikoh
2nd person,didííkoh,didoohkoh,dadidoohkoh
3rd person,didookoh,dadidookoh,
4th person,jididookoh,dazhdidookoh,
