0,1,2,3,4,5,6,7
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,to me (къысешӏэ),to you (къуешӏэ),to him (решӏэ),to us (къытешӏэ),to you (къышъуешӏэ),to them (ярешӏэ),
singular 1st person,present,сызэплъы,усэплъы,сеплъы,-,шъусэплъы,саплъы
past,сызэплъэгъ,усэплъэгъ,сеплъэгъ,-,шъусэплъэгъ,саплъэгъ,
future,сызэплъыщт,усэплъыщт,сеплъыщт,-,шъусэплъыщт,саплъыщт,
singular 2st person,present,укъысэплъы,узэплъы,уеплъы,укъытэплъы,-,уаплъы
past,укъысэплъэгъ,узэплъэгъ,уеплъэгъ,укъытэплъэгъ,-,уаплъэгъ,
future,укъысэплъыщт,узэплъыщт,уеплъыщт,укъытэплъыщт,-,уаплъыщт,
singular 3st person,present,къысэплъы,къоплъы,еплъы,къытэплъы,къышъоплъы,яплъы
past,къысэплъэгъ,къоплъэгъ,еплъэгъ,къытэплъэгъ,къышъоплъэгъ,яплъэгъ,
future,къысэплъыщт,къоплъыщт,еплъыщт,къытэплъыщт,къышъоплъыщт,яплъыщт,
plural 1st person,present,-,утэплъы,теплъы,тызэплъы,шъутэплъы,таплъы
past,-,утэплъэгъ,теплъэгъ,тызэплъэгъ,шъутэплъэгъ,таплъэгъ,
future,-,утэплъыщт,теплъыщт,тызэплъыщт,шъутэплъыщт,таплъыщт,
plural 2st person,present,шъукъысэплъы,-,шъеплъы,шъукъытэплъы,шъузэплъы,шъуаплъы
past,шъукъысэплъэгъ,-,шъеплъэгъ,шъукъытэплъэгъ,шъузэплъэгъ,шъуаплъэгъ,
future,шъукъысэплъыщт,-,шъеплъыщт,шъукъытэплъыщт,шъузэплъыщт,шъуаплъыщт,
plural 3st person,present,къысэплъых,къоплъых,еплъых,къытэплъых,къышъоплъых,яплъых
past,къысэплъыгъэх,къоплъыгъэх,еплъыгъэх,къытэплъыгъэх,къышъоплъыгъэх,яплъыгъэх,
future,къысэплъыщтых,къоплъыщтых,еплъыщтых,къытэплъыщтых,къышъоплъыщтых,яплъыщтых,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,сэ,о,ар,тэ,шъо,ахэр,
affirmative,present,сэплъэ,оплъэ,маплъэ,тэплъэ,шъоплъэ,маплъэх
past,сыплъагъ,уплъагъ,мэплъагъ,тыплъагъ,шъуплъагъ,мэплъагъэх,
future,сыплъэщт,уплъэщт,мэплъэщт,тыплъэщт,шъуплъэщт,мэплъэщтых,
negative,present,сыплъэрэп,уплъэрэп,маплъэрэп,тыплъэрэп,шъуплъэрэп,маплъэхэрэп
past,сыплъагъэп,уплъагъэп,мэплъагъэп,тыплъагъэп,шъуплъагъэп,мэплъагъэхэп,
future,сыплъэщтэп,уплъэщтэп,мэплъэщтэп,тыплъэщтэп,шъуплъэщтэп,мэплъэщтыхэп,
while,present,сыплъэу,уплъэу,маплъэу,тыплъэу,шъуплъэу,маплъэхэу
past,сыплъагъэу,уплъагъэу,мэплъагъэу,тыплъагъэу,шъуплъагъэу,мэплъагъэхэу,
future,сыплъэщтэу,уплъэщтэу,мэплъэщтэу,тыплъэщтэу,шъуплъэщтэу,мэплъэщтыхэу,
if,present,сыплъэмэ,уплъэмэ,маплъэмэ,тыплъэмэ,шъуплъэмэ,маплъэхэмэ
past,сыплъагъэмэ,уплъагъэмэ,мэплъагъэмэ,тыплъагъэмэ,шъуплъагъэмэ,мэплъагъэхэмэ,
future,сыплъэщтэмэ,уплъэщтэмэ,мэплъэщтэмэ,тыплъэщтэмэ,шъуплъэщтэмэ,мэплъэщтыхэмэ,
even if,present,сыплъэми,уплъэми,маплъэми,тыплъэми,шъуплъэми,маплъэхэми
past,сыплъагъэми,уплъагъэми,мэплъагъэми,тыплъагъэми,шъуплъагъэми,мэплъагъэхэми,
future,сыплъэщтэми,уплъэщтэми,мэплъэщтэми,тыплъэщтэми,шъуплъэщтэми,мэплъэщтыхэми,
want,present,сыплъэрагъу,уплъэрагъу,маплъэрагъу,тыплъэрагъу,шъуплъэрагъу,маплъэрагъох
past,сыплъэрэгъуагъ,уплъэрэгъуагъ,мэплъэрэгъуагъ,тыплъэрэгъуагъ,шъуплъэрэгъуагъ,мэплъэрэгъуагъэхэ,
future,сыплъэрэгъощт,уплъэрэгъощт,мэплъэрэгъощт,тыплъэрэгъощт,шъуплъэрэгъощт,мэплъэрэгъощтых,
