0,1,2,3,4,5,6,7
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,сэ,о,ар,тэ,шъо,ахэр,
affirmative,present,сэкӏо,окӏо,макӏо,тэкӏо,шъокӏо,макӏох
past,сыкӏугъ,укӏугъ,мэкӏугъ,тыкӏугъ,шъукӏугъ,мэкӏугъэх,
future,сыкӏощт,укӏощт,мэкӏощт,тыкӏощт,шъукӏощт,мэкӏощтых,
negative,present,сыкӏорэп,укӏорэп,макӏорэп,тыкӏорэп,шъукӏорэп,макӏохэрэп
past,сыкӏугъэп,укӏугъэп,мэкӏугъэп,тыкӏугъэп,шъукӏугъэп,мэкӏугъэхэп,
future,сыкӏощтэп,укӏощтэп,мэкӏощтэп,тыкӏощтэп,шъукӏощтэп,мэкӏощтыхэп,
while,present,сыкӏоу,укӏоу,макӏоу,тыкӏоу,шъукӏоу,макӏохэу
past,сыкӏугъэу,укӏугъэу,мэкӏугъэу,тыкӏугъэу,шъукӏугъэу,мэкӏугъэхэу,
future,сыкӏощтэу,укӏощтэу,мэкӏощтэу,тыкӏощтэу,шъукӏощтэу,мэкӏощтыхэу,
if,present,сыкӏомэ,укӏомэ,макӏомэ,тыкӏомэ,шъукӏомэ,макӏохэмэ
past,сыкӏугъэмэ,укӏугъэмэ,мэкӏугъэмэ,тыкӏугъэмэ,шъукӏугъэмэ,мэкӏугъэхэмэ,
future,сыкӏощтэмэ,укӏощтэмэ,мэкӏощтэмэ,тыкӏощтэмэ,шъукӏощтэмэ,мэкӏощтыхэмэ,
even if,present,сыкӏоми,укӏоми,макӏоми,тыкӏоми,шъукӏоми,макӏохэми
past,сыкӏугъэми,укӏугъэми,мэкӏугъэми,тыкӏугъэми,шъукӏугъэми,мэкӏугъэхэми,
future,сыкӏощтэми,укӏощтэми,мэкӏощтэми,тыкӏощтэми,шъукӏощтэми,мэкӏощтыхэми,
want,present,сыкӏорагъу,укӏорагъу,макӏорагъу,тыкӏорагъу,шъукӏорагъу,макӏорагъох
past,сыкӏорэгъуагъ,укӏорэгъуагъ,мэкӏорэгъуагъ,тыкӏорэгъуагъ,шъукӏорэгъуагъ,мэкӏорэгъуагъэхэ,
future,сыкӏорэгъощт,укӏорэгъощт,мэкӏорэгъощт,тыкӏорэгъощт,шъукӏорэгъощт,мэкӏорэгъощтых,
