0,1,2
masculine,singular,plural
absolute,ܬܐܡ,ܬܐܡܝܢ
construct,ܬܐܡ,ܬܐܡܝ
emphatic,ܬܐܡܐ,ܬܐܡܐ
feminine,singular,plural
absolute,ܬܐܡܐ,ܬܐܡܢ
construct,ܬܐܡܬ,ܬܐܡܬ
emphatic,ܬܐܡܬܐ,ܬܐܡܬܐ
state,singular,plural
absolute,ܬܐܡ,ܬܐܡܝܢ
construct,ܬܐܡ,ܬܐܡܝ
emphatic,ܬܐܡܐ,ܬܐܡܐ
possessive forms,,
1st c. sg. (my),ܬܐܡܝ,ܬܐܡܝ
2nd m. sg. (your),ܬܐܡܟ,ܬܐܡܝܟ
2nd f. sg. (your),ܬܐܡܟܝ,ܬܐܡܝܟܝ
3rd m. sg. (his),ܬܐܡܗ,ܬܐܡܘܗܝ
3rd f. sg. (her),ܬܐܡܗ,ܬܐܡܝܗ
1st c. pl. (our),ܬܐܡܢ,ܬܐܡܝܢ
2nd m. pl. (your),ܬܐܡܟܘܢ,ܬܐܡܝܟܘܢ
2nd f. pl. (your),ܬܐܡܟܝܢ,ܬܐܡܝܟܝܢ
3rd m. pl. (their),ܬܐܡܗܘܢ,ܬܐܡܝܗܘܢ
3rd f. pl. (their),ܬܐܡܗܝܢ,ܬܐܡܝܗܝܢ
