0,1,2
,singular,plural
absolute,ereksiya,ereksiyalar
definite accusative,ereksiyanı,ereksiyaları
dative,ereksiyaya,ereksiyalara
locative,ereksiyada,ereksiyalarda
ablative,ereksiyadan,ereksiyalardan
definite genitive,ereksiyanın,ereksiyaların
nominative,singular,plural
mənim (my),ereksiyam,ereksiyalarım
sənin (your),ereksiyan,ereksiyaların
onun (his/her/its),ereksiyası,ereksiyaları
bizim (our),ereksiyamız,ereksiyalarımız
sizin (your),ereksiyanız,ereksiyalarınız
onların (their),ereksiyası ereksiyaları,ereksiyaları
accusative,singular,plural
mənim (my),ereksiyamı,ereksiyalarımı
sənin (your),ereksiyanı,ereksiyalarını
onun (his/her/its),ereksiyasını,ereksiyalarını
bizim (our),ereksiyamızı,ereksiyalarımızı
sizin (your),ereksiyanızı,ereksiyalarınızı
onların (their),ereksiyasını ereksiyalarını,ereksiyalarını
dative,singular,plural
mənim (my),ereksiyama,ereksiyalarıma
sənin (your),ereksiyana,ereksiyalarına
onun (his/her/its),ereksiyasına,ereksiyalarına
bizim (our),ereksiyamıza,ereksiyalarımıza
sizin (your),ereksiyanıza,ereksiyalarınıza
onların (their),ereksiyasına ereksiyalarına,ereksiyalarına
locative,singular,plural
mənim (my),ereksiyamda,ereksiyalarımda
sənin (your),ereksiyanda,ereksiyalarında
onun (his/her/its),ereksiyasında,ereksiyalarında
bizim (our),ereksiyamızda,ereksiyalarımızda
sizin (your),ereksiyanızda,ereksiyalarınızda
onların (their),ereksiyasında ereksiyalarında,ereksiyalarında
ablative,singular,plural
mənim (my),ereksiyamdan,ereksiyalarımdan
sənin (your),ereksiyandan,ereksiyalarından
onun (his/her/its),ereksiyasından,ereksiyalarından
bizim (our),ereksiyamızdan,ereksiyalarımızdan
sizin (your),ereksiyanızdan,ereksiyalarınızdan
onların (their),ereksiyasından ereksiyalarından,ereksiyalarından
genitive,singular,plural
mənim (my),ereksiyamın,ereksiyalarımın
sənin (your),ereksiyanın,ereksiyalarının
onun (his/her/its),ereksiyasının,ereksiyalarının
bizim (our),ereksiyamızın,ereksiyalarımızın
sizin (your),ereksiyanızın,ereksiyalarınızın
onların (their),ereksiyasının ereksiyalarının,ereksiyalarının
