0,1,2,3
,Singular,Dual,Plural
Nominative,granica,granicy,granice
Genitive,granice,granicowu,granicow
Dative,granicy,granicoma,granicam
Accusative,granicu,granicy,granice
Instrumental,granicu,granicoma,granicami
Locative,granicy,granicoma,granicach
