0
"edit  Middle French: vie  French: vie  Antillean Creole: vi  Guianese Creole: lavi  Haitian Creole: lavi  Louisiana Creole French: vi  Seychellois Creole: lavi  Norman: vie (Guernésiais)  Walloon: veye, vèie"
