0,1,2,3,4,5,6,7,8,9
audio,,(file),,,,,,,
Dari,داشتن,,,,,,,,
Iranian Persian,داشتن,,,,,,,,
Tajik,доштан ‎(doštan),,,,,,,,
داشتن ( dâštan),infinitive,,,,,,,,
,,,,,,,,,
داشت ( dâšt),past stem,دار ( dâr),present stem,,,,,,
داشته ( dâšte),past participle,دارنده ( dârande),present participle,,,,,,
indicative,,,,,,,,,
داشتیم ( dâštim),ما,داشتم ( dâštam),من,past,داریم ( dârim),ما,دارم ( dâram),من,present
داشتید ( dâštid),شما,داشتی ( dâšti),تو,دارید ( dârid),شما,داری ( dâri),تو,,
داشتند ( dâštand),آنها,داشت ( dâšt),او,دارند ( dârand),آنها,دارد ( dârad),او,,
,,,,,,,,,
داشته‌ایم ( dâšte-im),ما,داشته‌ام ( dâšte-am),من,present perfect,داشته بودیم ( dâšte budim),ما,داشته بودم ( dâšte budam),من,pluperfect
داشته‌اید ( dâšte-id),شما,داشته‌ای ( dâšte-i),تو,داشته بودید ( dâšte budid),شما,داشته بودی ( dâšte budi),تو,,
داشته‌اند ( dâšte-and),آنها,داشته است ( dâšte ast),او,داشته بودند ( dâšte budand),آنها,داشته بود ( dâšte bud),او,,
,,,,,,,,,
,خواهیم داشت ( xâhim dâšt),ما,خواهم داشت ( xâham dâšt),من,future,,,,
خواهید داشت ( xâhid dâšt),شما,خواهی داشت ( xâhi dâšt),تو,,,,,,
خواهند داشت ( xâhand dâšt),آنها,خواهد داشت ( xâhad dâšt),او,,,,,,
subjunctive and imperative,,,,,,,,,
داشته باشید ( dâšte bâšid),شما,داشته باش ( dâšte bâš),تو,imperative,داشته باشیم ( dâšte bâšim),ما,داشته باشم ( dâšte bâšam),من,past subjunctive
داشته باشید ( dâšte bâšid),شما,داشته باشی ( dâšte bâši),تو,,,,,,
داشته باشند ( dâšte bâšand),آنها,داشته باشد ( dâšte bâšad),او,,,,,,
داشتن ( dâštan),infinitive,,,,,,,,
,,,,,,,,,
داشت ( dâšt),past stem,دار ( dâr),present stem,,,,,,
داشته ( dâšte),past participle,دارنده ( dârande),present participle,,,,,,
indicative,,,,,,,,,
داشتیم ( dâštim),ما,داشتم ( dâštam),من,past,داریم ( dârim),ما,دارم ( dâram),من,present
داشتین ( dâštin),شما,داشتی ( dâšti),تو,دارین ( dârin),شما,داری ( dâri),تو,,
داشتن ( dâštan),آنها,داشت ( dâšt),او,دارن ( dâran),آنها,داره ( dâre),او,,
,,,,,,,,,
داشته‌ایم ( dâšt'im),ما,داشته‌ام ( dâšt'am),من,present perfect,داشته بودیم ( dâšte budim),ما,داشته بودم ( dâšte budam),من,pluperfect
داشته‌این ( dâšt'in),شما,داشته‌ای ( dâšt'i),تو,داشته بودین ( dâšte budin),شما,داشته بودی ( dâšte budi),تو,,
داشته‌ان ( dâšt'an),آنها,داشته ( dâšte),او,داشته بودن ( dâšte budan),آنها,داشته بود ( dâšte bud),او,,
subjunctive and imperative,,,,,,,,,
داشته باشین ( dâšte bâšin),شما,داشته باش ( dâšte bâš),تو,imperative,داشته باشیم ( dâšte bâšim),ما,داشته باشم ( dâšte bâšam),من,past subjunctive
داشته باشین ( dâšte bâšin),شما,داشته باشی ( dâšte bâši),تو,,,,,,
داشته باشن ( dâšte bâšan),آنها,داشته باشه ( dâšte bâše),او,,,,,,
