0,1,2
Dari,موفق,
Iranian Persian,موفق,
Tajik,муваффақ ‎(muvaffaq),
bare,موفق (movaffaq),
ezâfé,موفق (movaffaq-e),
"marked indefinite, relative definite",موفقی (movaffaq-i),
,singular,plural
first person (my/our),موفقم (movaffaqam),موفقمان (movaffaqemân)movaffaqemun (colloquial)
second person (your),موفقت (movaffaqat)movaffaqet (colloquial),موفقتان (movaffaqetân)movaffaqetun (colloquial)
"third person (his, her, its/their)",موفقش (movaffaqaš) movaffaqeš (colloquial),موفقشان (movaffaqešân) movaffaqešun (colloquial)
,singular,plural
1st person (I am/we are),موفقم (movaffaqam),موفقیم (movaffaqim)
2nd person (you are),موفقی (movaffaqi),موفقید (movaffaqid)موفقین (movaffaqin) (colloquial)
"3rd person (he, she, it is/they are)",موفق است (movaffaq ast) موفقه (movaffaqe) (colloquial),موفقند (movaffaqand) موفقن (movaffaqan) (colloquial)
