0,1,2
bare,میرنده (mirandé),
ezâfé,میرندهٔ (mirandé-ye),
"marked indefinite, relative definite",میرنده‌ای (mirandé-i),
,singular,plural
first person (my/our),میرنده‌ام (mirandé-am)mirandám (colloquial),"میرنده‌مان (mirandé-ye-mân)mirandé-mân, mirandámun (colloquial)"
second person (your),میرنده‌ات (mirandé-at)mirandát (colloquial),"میرنده‌تان (mirandé-ye-tân)mirandé-tân, mirandátun (colloquial)"
"third person (his, her, its/their)",میرنده‌اش (mirandé-aš) mirandáš (colloquial),"میرنده‌شان (mirandé-ye-šân) mirandé-šân, mirandášun (colloquial)"
,singular,plural
1st person (I am/we are),میرنده‌ام (mirandé-am)میرنده‌ام، میرندم (mirandám) (colloquial),میرنده‌ایم (mirandé-im)
2nd person (you are),میرنده‌ای (mirandé-i),میرنده‌اید (mirandé-id)میرنده‌این (mirandé-in) (colloquial)
"3rd person (he, she, it is/they are)","میرنده است (mirandé ast) میرنده‌ئه، میرندس (mirandé-e, mirandás) (colloquial)","میرنده‌اند (mirandé-and) میرنده‌ان، میرندن (mirandé-an, mirandán) (colloquial)"
