0,1,2,3,4,5,6,7,8,9
PIE root,,,,,,,,,
*ǵneh₃-,,,,,,,,,
Dari,شناختن,,,,,,,,
Iranian Persian,شناختن,,,,,,,,
Tajik,шинохтан ‎(šinoxtan),,,,,,,,
شناختن (šenâxtán),infinitive,,,,,,,,
,,,,,,,,,
شناخت (šenâxt),past stem,شناس (šenâs),present stem,,,,,,
شناخته (šenâxté),past participle,شناسنده (šenâsandé),present participle,,,,,,
indicative,,,,,,,,,
شناختیم (šenấxtim),ما,شناختم (šenấxtam),من,past,شناسیم (šenấsim),ما,شناسم (šenấsam),من,aorist
شناختید (šenấxtid),شما,شناختی (šenấxti),تو,شناسید (šenấsid),شما,شناسی (šenấsi),تو,,
شناختند (šenấxtand),آنها,شناخت (šenâxt),وی,شناسند (šenấsand),آنها,شناسد (šenấsad),وی,,
,,,,,,,,,
می‌شناختیم (mí-šenâxtim),ما,می‌شناختم (mí-šenâxtam),من,past (imperfect),می‌شناسیم (mí-šenâsim),ما,می‌شناسم (mí-šenâsam),من,present (imperfect)
می‌شناختید (mí-šenâxtid),شما,می‌شناختی (mí-šenâxti),تو,می‌شناسید (mí-šenâsid),شما,می‌شناسی (mí-šenâsi),تو,,
می‌شناختند (mí-šenâxtand),آنها,می‌شناخت (mí-šenâxt),وی,می‌شناسند (mí-šenâsand),آنها,می‌شناسد (mí-šenâsad),وی,,
,,,,,,,,,
داشتیم می‌شناختیم (dấštim mí-šenâxtim),ما,داشتم می‌شناختم (dấštam mí-šenâxtam),من,past progressive,داریم می‌شناسیم (dấrim mí-šenâsim),ما,دارم می‌شناسم (dấram mí-šenâsam),من,present progressive
داشتید می‌شناختید (dấštid mí-šenâxtid),شما,داشتی می‌شناختی (dấšti mí-šenâxti),تو,دارید می‌شناسید (dấrid mí-šenâsid),شما,داری می‌شناسی (dấri mí-šenâsi),تو,,
داشتند می‌شناختند (dấštand mí-šenâxtand),آنها,داشت می‌شناخت (dâšt mí-šenâxt),وی,دارند می‌شناسند (dấrand mí-šenâsand),آنها,دارد می‌شناسد (dấrad mí-šenâsad),وی,,
,,,,,,,,,
شناخته‌ایم (šenâxté-im),ما,شناخته‌ام (šenâxté-am),من,present perfect,شناخته بودیم (šenâxté búdim),ما,شناخته بودم (šenâxté búdam),من,pluperfect
شناخته‌اید (šenâxté-id),شما,شناخته‌ای (šenâxté-i),تو,شناخته بودید (šenâxté búdid),شما,شناخته بودی (šenâxté búdi),تو,,
شناخته‌اند (šenâxté-and),آنها,شناخته است (šenâxté ast),وی,شناخته بودند (šenâxté búdand),آنها,شناخته بود (šenâxté bud),وی,,
,,,,,,,,,
