0,1,2
audio,,(file)
PIE root,,
*ǵʰes-,,
Dari,دست,
Iranian Persian,دست,
Tajik,даст ‎(dast),
,singular,plural
bare,دست (dast),دستان (dast)دستا (dastấ) (colloquial)
definitive direct object,دست را (dast râ)دست رو (dasto) (colloquial),دستان را (dast)دستا رو (dastấ ro) (colloquial)
ezâfé,دست (dast-e),دستان (dast)دستای (dastấ-ye) (colloquial)
"marked indefinite, relative definite",دستی (dast-i),دستانی (dast)دستایی (dastấi) (colloquial)
,singular,plural
1st person singular (my),دستم (dástam),دستانم (dastấnam) دستام (dastấm) (colloquial)
2nd person singular (your),دستت (dástat) (dástet) (colloquial),دستانت (dastấnat) دستات (dastất) (colloquial)
3rd person singular (his/her/its),دستش (dástaš) (dásteš) (colloquial),دستانش (dastấnaš) دستاش (dastấš) (colloquial)
,,
1st person plural (our),دستمان (dástemân) دستمون (dástemun) (colloquial),دستانمان (dastấnemân) دستامون (dastấmun) (colloquial)
2nd person plural (your),دستتان (dástetân) دستتون (dástetun) (colloquial),دستانتان (dastấnetân) دستاتون (dastấtun) (colloquial)
3rd person plural (their),دستشان (dástešân) دستشون (dástešun) (colloquial),دستانشان (dastấnešân) دستاشون (dastấšun) (colloquial)
