0,1,2
Dari,ققنوس,
Iranian Persian,ققنوس,
Tajik,қақнус ‎(qaqnus),
,singular,plural
bare,ققنوس (qaqnus),ققنوس‌ها (qaqnus-hấ)ققنوسا (qaqnusấ) (colloquial)
definitive direct object,ققنوس را (qaqnus râ)ققنوس رو (qaqnuso) (colloquial),ققنوس‌ها را (qaqnus-hấ râ)ققنوسا رو (qaqnusấ ro) (colloquial)
ezâfé,ققنوس (qaqnus-e),ققنوس‌های (qaqnus-hấ-ye)ققنوسای (qaqnusấ-ye) (colloquial)
"marked indefinite, relative definite",ققنوسی (qaqnus-i),ققنوس‌هایی (qaqnus-hấ-i)ققنوسایی (qaqnusấi) (colloquial)
,singular,plural
1st person singular (my),ققنوسم (qaqnusam),ققنوس‌هایم (qaqnus-hấyam) ققنوس‌هام، ققنوسام (qaqnusấm) (colloquial)
2nd person singular (your),ققنوست (qaqnusat) (qaqnuset) (colloquial),ققنوس‌هایت (qaqnus-hấyat) ققنوس‌هات، ققنوسات (qaqnusất) (colloquial)
3rd person singular (his/her/its),ققنوسش (qaqnusaš) (qaqnuseš) (colloquial),ققنوس‌هایش (qaqnus-hấyaš) ققنوس‌هاش، ققنوساش (qaqnusấš) (colloquial)
,,
1st person plural (our),ققنوسمان (qaqnusemân) ققنوسمون (qaqnusemun) (colloquial),ققنوس‌هایمان (qaqnus-hấyemân) ققنوس‌هامون، ققنوسامون (qaqnusấmun) (colloquial)
2nd person plural (your),ققنوستان (qaqnusetân) ققنوستون (qaqnusetun) (colloquial),ققنوس‌هایتان (qaqnus-hấyetân) ققنوس‌هاتون، ققنوساتون (qaqnusấtun) (colloquial)
3rd person plural (their),ققنوسشان (qaqnusešân) ققنوسشون (qaqnusešun) (colloquial),ققنوس‌هایشان (qaqnus-hấyešân) ققنوس‌هاشون، ققنوساشون (qaqnusấšun) (colloquial)
,singular,plural
1st person (I am/we are),ققنوسم (qaqnusam),ققنوسیم (qaqnusim)
2nd person (you are),ققنوسی (qaqnusi),ققنوسید (qaqnusid)ققنوسین (qaqnusin) (colloquial)
"3rd person (he, she, it is/they are)",ققنوس است (qaqnus ast) ققنوسه (qaqnuse) (colloquial),ققنوسند (qaqnusand) ققنوسن (qaqnusan) (colloquial)
