0,1,2,3,4,5,6,7,8,9
نشستن (nešastán),infinitive,,,,,,,,
,,,,,,,,,
نشست (nešast),past stem,نشین (nešin),present stem,,,,,,
نشسته (nešasté),past participle,نشیننده (nešinandé),present participle,,,,,,
indicative,,,,,,,,,
نشستیم (nešástim),ما,نشستم (nešástam),من,past,نشینیم (nešínim),ما,نشینم (nešínam),من,aorist
نشستید (nešástid),شما,نشستی (nešásti),تو,نشینید (nešínid),شما,نشینی (nešíni),تو,,
نشستند (nešástand),آنها,نشست (nešast),وی,نشینند (nešínand),آنها,نشیند (nešínad),وی,,
,,,,,,,,,
می‌نشستیم (mí-nešastim),ما,می‌نشستم (mí-nešastam),من,past (imperfect),می‌نشینیم (mí-nešinim),ما,می‌نشینم (mí-nešinam),من,present (imperfect)
می‌نشستید (mí-nešastid),شما,می‌نشستی (mí-nešasti),تو,می‌نشینید (mí-nešinid),شما,می‌نشینی (mí-nešini),تو,,
می‌نشستند (mí-nešastand),آنها,می‌نشست (mí-nešast),وی,می‌نشینند (mí-nešinand),آنها,می‌نشیند (mí-nešinad),وی,,
,,,,,,,,,
داشتیم می‌نشستیم (dấštim mí-nešastim),ما,داشتم می‌نشستم (dấštam mí-nešastam),من,past progressive,داریم می‌نشینیم (dấrim mí-nešinim),ما,دارم می‌نشینم (dấram mí-nešinam),من,present progressive
داشتید می‌نشستید (dấštid mí-nešastid),شما,داشتی می‌نشستی (dấšti mí-nešasti),تو,دارید می‌نشینید (dấrid mí-nešinid),شما,داری می‌نشینی (dấri mí-nešini),تو,,
داشتند می‌نشستند (dấštand mí-nešastand),آنها,داشت می‌نشست (dâšt mí-nešast),وی,دارند می‌نشینند (dấrand mí-nešinand),آنها,دارد می‌نشیند (dấrad mí-nešinad),وی,,
,,,,,,,,,
نشسته‌ایم (nešasté-im),ما,نشسته‌ام (nešasté-am),من,present perfect,نشسته بودیم (nešasté búdim),ما,نشسته بودم (nešasté búdam),من,pluperfect
نشسته‌اید (nešasté-id),شما,نشسته‌ای (nešasté-i),تو,نشسته بودید (nešasté búdid),شما,نشسته بودی (nešasté búdi),تو,,
نشسته‌اند (nešasté-and),آنها,نشسته است (nešasté ast),وی,نشسته بودند (nešasté búdand),آنها,نشسته بود (nešasté bud),وی,,
,,,,,,,,,
,خواهیم نشست (xâhím nešast),ما,خواهم نشست (xâhám nešast),من,future,,,,
خواهید نشست (xâhíd nešast),شما,خواهی نشست (xâhí nešast),تو,,,,,,
خواهند نشست (xâhánd nešast),آنها,خواهد نشست (xâhád nešast),وی,,,,,,
subjunctive,,,,,,,,,
نشسته باشیم (nešasté bấšim),ما,نشسته باشم (nešasté bấšam),من,past,بنشینیم (bénešinim),ما,بنشینم (bénešinam),من,present
نشسته باشید (nešasté bấšid),شما,نشسته باشی (nešasté bấši),تو,بنشینید (bénešinid),شما,بنشینی (bénešini),تو,,
نشسته باشند (nešasté bấšand),آنها,نشسته باشد (nešasté bấšad),وی,بنشینند (bénešinand),آنها,بنشیند (bénešinad),وی,,
,,,,,,,,,
,بنشینید (bénešinid),شما,بنشین (bénešin),تو,imperative,,,,
نشستن (nešastán),infinitive,,,,,,,,
,,,,,,,,,
نشست (nešast),past stem,نشین (nešin),present stem,,,,,,
نشسته (nešasté),past participle,نشیننده (nešinandé),present participle,,,,,,
indicative,,,,,,,,,
نشستیم (nešástim),ما,نشستم (nešástam),من,past,نشینیم (nešínim),ما,نشینم (nešínam),من,aorist
نشستین (nešástin),شما,نشستی (nešásti),تو,نشینین (nešínin),شما,نشینی (nešíni),تو,,
نشستن (nešástan),اونها,نشست (nešást),اون,نشینن (nešínan),اونها,نشینه (nešíne),اون,,
,,,,,,,,,
می‌نشستیم (mí-nšastim),ما,می‌نشستم (mí-nšastam),من,past (imperfect),می‌شینیم (mí-šinim),ما,می‌شینم (mí-šinam),من,present (imperfect)
می‌نشستین (mí-nšastin),شما,می‌نشستی (mí-nšasti),تو,می‌شینین (mí-šinin),شما,می‌شینی (mí-šini),تو,,
می‌نشستن (mí-nšastan),اونها,می‌نشست (mí-nšast),اون,می‌شینن (mí-šinan),اونها,می‌شینه (mí-šine),اون,,
,,,,,,,,,
داشتیم می‌نشستیم (dấštim mí-nšastim),ما,داشتم می‌نشستم (dấštam mí-nšastam),من,past progressive,داریم می‌شینیم (dấrim mí-šinim),ما,دارم می‌شینم (dấram mí-šinam),من,present progressive
داشتین می‌نشستین (dấštin mí-nšastin),شما,داشتی می‌نشستی (dấšti mí-nšasti),تو,دارین می‌شینین (dấrin mí-šinin),شما,داری می‌شینی (dấri mí-šini),تو,,
داشتن می‌نشستن (dấštan mí-nšastan),اونها,داشت می‌نشست (dấšt mí-nšast),اون,دارن می‌شینن (dấran mí-šinan),اونها,داره می‌شینه (dấre mí-šine),اون,,
,,,,,,,,,
نشسته‌ایم (nešastím),ما,نشسته‌ام (nešastám),من,present perfect,نشسته بودیم (nešasté búdim),ما,نشسته بودم (nešasté búdam),من,pluperfect
نشسته‌این (nešastín),شما,نشسته‌ای (nešastí),تو,نشسته بودین (nešasté búdin),شما,نشسته بودی (nešasté búdi),تو,,
نشسته‌ان (nešastán),اونها,نشسته (nešasté),اون,نشسته بودن (nešasté búdan),اونها,نشسته بود (nešasté bud),اون,,
subjunctive,,,,,,,,,
نشسته باشیم (nešasté bấšim),ما,نشسته باشم (nešasté bấšam),من,past,بنشینیم (bénšinim),ما,بنشینم (bénšinam),من,present
نشسته باشین (nešasté bấšin),شما,نشسته باشی (nešasté bấši),تو,بنشینین (bénšinin),شما,بنشینی (bénšini),تو,,
