0,1,2,3,4
Dari,رنگ,,,
Iranian Persian,رنگ,,,
Tajik,ранг ‎(rang),,,
,singular,plural,,
bare,رنگ (ráng),رنگ‌ها (rang-hấ)رنگا (rangấ) (colloquial),,
definitive direct object,رنگ را (ráng râ)رنگ رو (rángo) (colloquial),رنگ‌ها را (rang-hấ râ)رنگا رو (rangấ ro) (colloquial),,
ezâfé,رنگ (ráng-e),رنگ‌های (rang-hấ-ye)رنگای (rangấ-ye) (colloquial),,
"marked indefinite, relative definite",رنگی (ráng-i),رنگ‌هایی (rang-hấ-i)رنگایی (rangấi) (colloquial),,
,singular,plural,,
1st person singular (my),رنگم (rángam),رنگ‌هایم (rang-hấyam) رنگ‌هام، رنگام (rangấm) (colloquial),,
2nd person singular (your),رنگت (rángat) (ránget) (colloquial),رنگ‌هایت (rang-hấyat) رنگ‌هات، رنگات (rangất) (colloquial),,
3rd person singular (his/her/its),رنگش (rángaš) (rángeš) (colloquial),رنگ‌هایش (rang-hấyaš) رنگ‌هاش، رنگاش (rangấš) (colloquial),,
,,,,
1st person plural (our),رنگمان (rángemân) رنگمون (rángemun) (colloquial),رنگ‌هایمان (rang-hấyemân) رنگ‌هامون، رنگامون (rangấmun) (colloquial),,
2nd person plural (your),رنگتان (rángetân) رنگتون (rángetun) (colloquial),رنگ‌هایتان (rang-hấyetân) رنگ‌هاتون، رنگاتون (rangấtun) (colloquial),,
3rd person plural (their),رنگشان (rángešân) رنگشون (rángešun) (colloquial),رنگ‌هایشان (rang-hấyešân) رنگ‌هاشون، رنگاشون (rangấšun) (colloquial),,
Colors in Persian · رنگ‌ها ‎(rang-hâ) (layout · text),,,,
سرخ ‎(sorx),"سبز ‎(sabz),سوز ‎(sowz)",زرد,?,"سفید ‎(safid, sefid),سفی ‎(?)"
زرشکی ‎(zereški),?,?,?,?
?,آبی ‎(âbi),نارنجی ‎(nârenji),"خاکستری ‎(xâkestari),توسی ‎(tusi)",?
"سیاه ‎(siyah),سه ‎(seh)",بنفش ‎(zard),"قهوه‌ای ‎(qahve'i),بور ‎(bur)",?,?
