0,1,2,3
خوشش آمدن (xóšaš âmadán),infinitive,,
indicative,,,
خوشش آمد (xóšaš âmad),past,خوشش آید (xóšaš ấyad),aorist
,,,
خوشش می‌آمد (xóšaš mí-âmad),past (imperfect),خوشش می‌آید (xóšaš mí-âyad),present (imperfect)
,,,
خوشش آمده است (xóšaš âmadé ast),present perfect,خوشش آمده بود (xóšaš âmadé búd),pluperfect
,,,
,خوشش خواهد آمد (xóšaš xâhád âmad),future,
subjunctive,,,
خوشش آمده باشد (xóšaš âmadé bấšad),past,خوشش بیاید (xóšaš biyâyad),present
خوشش اومدن (xóšeš umadán),infinitive,,
indicative,,,
خوشش اومد (xóšeš umád),past,خوشش آد (xóšeš âd),aorist
,,,
خوشش می‌اومد (xóšeš mí-umad),past (imperfect),خوشش می‌آد (xóšeš mí-âd),present (imperfect)
,,,
خوشش اومده (xóšeš umadé),present perfect,خوشش اومده بود (xóšeš umadé búd),pluperfect
subjunctive,,,
خوشش اومده باشه (xóšeš umadé bấše),past,خوشش بیاد (xóšeš biyâd),present
خوشمان آمدن (xóšemân âmadán),infinitive,,
indicative,,,
خوشمان آمد (xóšemân âmad),past,خوشمان آید (xóšemân ấyad),aorist
,,,
خوشمان می‌آمد (xóšemân mí-âmad),past (imperfect),خوشمان می‌آید (xóšemân mí-âyad),present (imperfect)
,,,
خوشمان آمده است (xóšemân âmadé ast),present perfect,خوشمان آمده بود (xóšemân âmadé búd),pluperfect
,,,
,خوشمان خواهد آمد (xóšemân xâhád âmad),future,
subjunctive,,,
خوشمان آمده باشد (xóšemân âmadé bấšad),past,خوشمان بیاید (xóšemân biyâyad),present
خوشمون اومدن (xóšemun umadán),infinitive,,
indicative,,,
خوشمون اومد (xóšemun umád),past,خوشمون آد (xóšemun âd),aorist
,,,
خوشمون می‌اومد (xóšemun mí-umad),past (imperfect),خوشمون می‌آد (xóšemun mí-âd),present (imperfect)
,,,
خوشمون اومده (xóšemun umadé),present perfect,خوشمون اومده بود (xóšemun umadé búd),pluperfect
subjunctive,,,
خوشمون اومده باشه (xóšemun umadé bấše),past,خوشمون بیاد (xóšemun biyâd),present
خوشتان آمدن (xóšetân âmadán),infinitive,,
indicative,,,
خوشتان آمد (xóšetân âmad),past,خوشتان آید (xóšetân ấyad),aorist
,,,
خوشتان می‌آمد (xóšetân mí-âmad),past (imperfect),خوشتان می‌آید (xóšetân mí-âyad),present (imperfect)
,,,
خوشتان آمده است (xóšetân âmadé ast),present perfect,خوشتان آمده بود (xóšetân âmadé búd),pluperfect
,,,
,خوشتان خواهد آمد (xóšetân xâhád âmad),future,
subjunctive,,,
خوشتان آمده باشد (xóšetân âmadé bấšad),past,خوشتان بیاید (xóšetân biyâyad),present
خوشتون اومدن (xóšetun umadán),infinitive,,
indicative,,,
خوشتون اومد (xóšetun umád),past,خوشتون آد (xóšetun âd),aorist
,,,
خوشتون می‌اومد (xóšetun mí-umad),past (imperfect),خوشتون می‌آد (xóšetun mí-âd),present (imperfect)
,,,
خوشتون اومده (xóšetun umadé),present perfect,خوشتون اومده بود (xóšetun umadé búd),pluperfect
subjunctive,,,
خوشتون اومده باشه (xóšetun umadé bấše),past,خوشتون بیاد (xóšetun biyâd),present
خوششان آمدن (xóšešân âmadán),infinitive,,
indicative,,,
خوششان آمد (xóšešân âmad),past,خوششان آید (xóšešân ấyad),aorist
,,,
خوششان می‌آمد (xóšešân mí-âmad),past (imperfect),خوششان می‌آید (xóšešân mí-âyad),present (imperfect)
,,,
خوششان آمده است (xóšešân âmadé ast),present perfect,خوششان آمده بود (xóšešân âmadé búd),pluperfect
,,,
,خوششان خواهد آمد (xóšešân xâhád âmad),future,
subjunctive,,,
خوششان آمده باشد (xóšešân âmadé bấšad),past,خوششان بیاید (xóšešân biyâyad),present
خوششون اومدن (xóšešun umadán),infinitive,,
indicative,,,
خوششون اومد (xóšešun umád),past,خوششون آد (xóšešun âd),aorist
,,,
خوششون می‌اومد (xóšešun mí-umad),past (imperfect),خوششون می‌آد (xóšešun mí-âd),present (imperfect)
,,,
خوششون اومده (xóšešun umadé),present perfect,خوششون اومده بود (xóšešun umadé búd),pluperfect
subjunctive,,,
خوششون اومده باشه (xóšešun umadé bấše),past,خوششون بیاد (xóšešun biyâd),present
