0,1,2,3
خوشم آمدن (xóšam âmadán),infinitive,,
indicative,,,
خوشم آمد (xóšam âmad),past,خوشم آید (xóšam ấyad),aorist
,,,
خوشم می‌آمد (xóšam mí-âmad),past (imperfect),خوشم می‌آید (xóšam mí-âyad),present (imperfect)
,,,
خوشم آمده است (xóšam âmadé ast),present perfect,خوشم آمده بود (xóšam âmadé búd),pluperfect
,,,
,خوشم خواهد آمد (xóšam xâhád âmad),future,
subjunctive,,,
خوشم آمده باشد (xóšam âmadé bấšad),past,خوشم بیاید (xóšam biyâyad),present
خوشم اومدن (xóšam umadán),infinitive,,
indicative,,,
خوشم اومد (xóšam umád),past,خوشم آد (xóšam âd),aorist
,,,
خوشم می‌اومد (xóšam mí-umad),past (imperfect),خوشم می‌آد (xóšam mí-âd),present (imperfect)
,,,
خوشم اومده (xóšam umadé),present perfect,خوشم اومده بود (xóšam umadé búd),pluperfect
subjunctive,,,
خوشم اومده باشه (xóšam umadé bấše),past,خوشم بیاد (xóšam biyâd),present
خوشت آمدن (xóšat âmadán),infinitive,,
indicative,,,
خوشت آمد (xóšat âmad),past,خوشت آید (xóšat ấyad),aorist
,,,
خوشت می‌آمد (xóšat mí-âmad),past (imperfect),خوشت می‌آید (xóšat mí-âyad),present (imperfect)
,,,
خوشت آمده است (xóšat âmadé ast),present perfect,خوشت آمده بود (xóšat âmadé búd),pluperfect
,,,
,خوشت خواهد آمد (xóšat xâhád âmad),future,
subjunctive,,,
خوشت آمده باشد (xóšat âmadé bấšad),past,خوشت بیاید (xóšat biyâyad),present
خوشت اومدن (xóšet umadán),infinitive,,
indicative,,,
خوشت اومد (xóšet umád),past,خوشت آد (xóšet âd),aorist
,,,
خوشت می‌اومد (xóšet mí-umad),past (imperfect),خوشت می‌آد (xóšet mí-âd),present (imperfect)
,,,
خوشت اومده (xóšet umadé),present perfect,خوشت اومده بود (xóšet umadé búd),pluperfect
subjunctive,,,
خوشت اومده باشه (xóšet umadé bấše),past,خوشت بیاد (xóšet biyâd),present
