0,1,2,3,4,5,6,7,8,9
Dari,نامیدن,,,,,,,,
Iranian Persian,نامیدن,,,,,,,,
Tajik,номидан ‎(nomidan),,,,,,,,
نامیدن (nâmidán),infinitive,,,,,,,,
,,,,,,,,,
نامید (nâmid),past stem,نام (nâm),present stem,,,,,,
نامیده (nâmidé),past participle,نامنده (nâmandé),present participle,,,,,,
indicative,,,,,,,,,
نامیدیم (nâmidim),ما,نامیدم (nâmidam),من,past,نامیم (nâmim),ما,نامم (nâmam),من,aorist
نامیدید (nâmidid),شما,نامیدی (nâmidi),تو,نامید (nâmid),شما,نامی (nâmi),تو,,
نامیدند (nâmidand),آنها,نامید (nâmid),وی,نامند (nâmand),آنها,نامد (nâmad),وی,,
,,,,,,,,,
می‌نامیدیم (mí-nâmidim),ما,می‌نامیدم (mí-nâmidam),من,past (imperfect),می‌نامیم (mí-nâmim),ما,می‌نامم (mí-nâmam),من,present (imperfect)
می‌نامیدید (mí-nâmidid),شما,می‌نامیدی (mí-nâmidi),تو,می‌نامید (mí-nâmid),شما,می‌نامی (mí-nâmi),تو,,
می‌نامیدند (mí-nâmidand),آنها,می‌نامید (mí-nâmid),وی,می‌نامند (mí-nâmand),آنها,می‌نامد (mí-nâmad),وی,,
,,,,,,,,,
داشتیم می‌نامیدیم (dấštim mí-nâmidim),ما,داشتم می‌نامیدم (dấštam mí-nâmidam),من,past progressive,داریم می‌نامیم (dấrim mí-nâmim),ما,دارم می‌نامم (dấram mí-nâmam),من,present progressive
داشتید می‌نامیدید (dấštid mí-nâmidid),شما,داشتی می‌نامیدی (dấšti mí-nâmidi),تو,دارید می‌نامید (dấrid mí-nâmid),شما,داری می‌نامی (dấri mí-nâmi),تو,,
داشتند می‌نامیدند (dấštand mí-nâmidand),آنها,داشت می‌نامید (dâšt mí-nâmid),وی,دارند می‌نامند (dấrand mí-nâmand),آنها,دارد می‌نامد (dấrad mí-nâmad),وی,,
,,,,,,,,,
نامیده‌ایم (nâmidé-im),ما,نامیده‌ام (nâmidé-am),من,present perfect,نامیده بودیم (nâmidé búdim),ما,نامیده بودم (nâmidé búdam),من,pluperfect
نامیده‌اید (nâmidé-id),شما,نامیده‌ای (nâmidé-i),تو,نامیده بودید (nâmidé búdid),شما,نامیده بودی (nâmidé búdi),تو,,
نامیده‌اند (nâmidé-and),آنها,نامیده است (nâmidé ast),وی,نامیده بودند (nâmidé búdand),آنها,نامیده بود (nâmidé bud),وی,,
,,,,,,,,,
,خواهیم نامید (xâhím nâmid),ما,خواهم نامید (xâhám nâmid),من,future,,,,
خواهید نامید (xâhíd nâmid),شما,خواهی نامید (xâhí nâmid),تو,,,,,,
خواهند نامید (xâhánd nâmid),آنها,خواهد نامید (xâhád nâmid),وی,,,,,,
subjunctive,,,,,,,,,
نامیده باشیم (nâmidé bấšim),ما,نامیده باشم (nâmidé bấšam),من,past,بنامیم (bénâmim),ما,بنامم (bénâmam),من,present
نامیده باشید (nâmidé bấšid),شما,نامیده باشی (nâmidé bấši),تو,بنامید (bénâmid),شما,بنامی (bénâmi),تو,,
نامیده باشند (nâmidé bấšand),آنها,نامیده باشد (nâmidé bấšad),وی,بنامند (bénâmand),آنها,بنامد (bénâmad),وی,,
,,,,,,,,,
,بنامید (bénâmid),شما,بنام (bénâm),تو,imperative,,,,
نامیدن (nâmidán),infinitive,,,,,,,,
,,,,,,,,,
نامید (nâmid),past stem,نام (nâm),present stem,,,,,,
نامیده (nâmidé),past participle,نامنده (nâmandé),present participle,,,,,,
indicative,,,,,,,,,
نامیدیم (nâmidim),ما,نامیدم (nâmidam),من,past,نامیم (nâmim),ما,نامم (nâmam),من,aorist
نامیدین (nâmidin),شما,نامیدی (nâmidi),تو,نامین (nâmin),شما,نامی (nâmi),تو,,
نامیدن (nâmidan),اونها,نامید (nâmid),اون,نامن (nâman),اونها,نامه (nâme),اون,,
,,,,,,,,,
