0,1,2,3,4,5,6,7,8,9
Dari,آفریدن,,,,,,,,
Iranian Persian,آفریدن,,,,,,,,
Tajik,офаридан ‎(ofaridan),,,,,,,,
آفریدن (âfaridán),infinitive,,,,,,,,
,,,,,,,,,
آفرید (âfarid),past stem,آفرین (âfarin),present stem,,,,,,
فریده (âfaridé),past participle,آفریننده (âfarinandé),present participle,,,,,,
indicative,,,,,,,,,
آفریدیم (âfaridim),ما,آفریدم (âfaridam),من,past,آفرینیم (âfarinim),ما,آفرینم (âfarinam),من,aorist
آفریدید (âfaridid),شما,آفریدی (âfaridi),تو,آفرینید (âfarinid),شما,آفرینی (âfarini),تو,,
آفریدند (âfaridand),آنها,آفرید (âfarid),وی,آفرینند (âfarinand),آنها,آفریند (âfarinad),وی,,
,,,,,,,,,
می‌آفریدیم (mí-âfaridim),ما,می‌آفریدم (mí-âfaridam),من,past (imperfect),می‌آفرینیم (mí-âfarinim),ما,می‌آفرینم (mí-âfarinam),من,present (imperfect)
می‌آفریدید (mí-âfaridid),شما,می‌آفریدی (mí-âfaridi),تو,می‌آفرینید (mí-âfarinid),شما,می‌آفرینی (mí-âfarini),تو,,
می‌آفریدند (mí-âfaridand),آنها,می‌آفرید (mí-âfarid),وی,می‌آفرینند (mí-âfarinand),آنها,می‌آفریند (mí-âfarinad),وی,,
,,,,,,,,,
داشتیم می‌آفریدیم (dấštim mí-âfaridim),ما,داشتم می‌آفریدم (dấštam mí-âfaridam),من,past progressive,داریم می‌آفرینیم (dấrim mí-âfarinim),ما,دارم می‌آفرینم (dấram mí-âfarinam),من,present progressive
داشتید می‌آفریدید (dấštid mí-âfaridid),شما,داشتی می‌آفریدی (dấšti mí-âfaridi),تو,دارید می‌آفرینید (dấrid mí-âfarinid),شما,داری می‌آفرینی (dấri mí-âfarini),تو,,
داشتند می‌آفریدند (dấštand mí-âfaridand),آنها,داشت می‌آفرید (dâšt mí-âfarid),وی,دارند می‌آفرینند (dấrand mí-âfarinand),آنها,دارد می‌آفریند (dấrad mí-âfarinad),وی,,
,,,,,,,,,
آفریده‌ایم (âfaridé-im),ما,آفریده‌ام (âfaridé-am),من,present perfect,آفریده بودیم (âfaridé búdim),ما,آفریده بودم (âfaridé búdam),من,pluperfect
آفریده‌اید (âfaridé-id),شما,آفریده‌ای (âfaridé-i),تو,آفریده بودید (âfaridé búdid),شما,آفریده بودی (âfaridé búdi),تو,,
آفریده‌اند (âfaridé-and),آنها,آفریده است (âfaridé ast),وی,آفریده بودند (âfaridé búdand),آنها,آفریده بود (âfaridé bud),وی,,
,,,,,,,,,
,خواهیم آفرید (xâhím âfarid),ما,خواهم آفرید (xâhám âfarid),من,future,,,,
خواهید آفرید (xâhíd âfarid),شما,خواهی آفرید (xâhí âfarid),تو,,,,,,
خواهند آفرید (xâhánd âfarid),آنها,خواهد آفرید (xâhád âfarid),وی,,,,,,
subjunctive,,,,,,,,,
آفریده باشیم (âfaridé bấšim),ما,آفریده باشم (âfaridé bấšam),من,past,بیافرینیم (bíâfarinim),ما,بیافرینم (bíâfarinam),من,present
آفریده باشید (âfaridé bấšid),شما,آفریده باشی (âfaridé bấši),تو,بیافرینید (bíâfarinid),شما,بیافرینی (bíâfarini),تو,,
آفریده باشند (âfaridé bấšand),آنها,آفریده باشد (âfaridé bấšad),وی,بیافرینند (bífarinand),آنها,بیافریند (bíâfarinad),وی,,
,,,,,,,,,
,بیافرینید (bíâfarinid),شما,بیافرین (bíâfarin),تو,imperative,,,,
