0,1,2
Dari,تاجیک,
Iranian Persian,تاجیک,
Tajik,тоҷик ‎(tojik),
,singular,plural
bare,تاجیک (Tâjik),تاجیک‌ها (Tâjik-hấ)تاجیکا (Tâjikấ) (colloquial)
definitive direct object,تاجیک را (Tâjik râ)تاجیک رو (Tâjiko) (colloquial),تاجیک‌ها را (Tâjik-hấ râ)تاجیکا رو (Tâjikấ ro) (colloquial)
ezâfé,تاجیک (Tâjik-e),تاجیک‌های (Tâjik-hấ-ye)تاجیکای (Tâjikấ-ye) (colloquial)
"marked indefinite, relative definite",تاجیکی (Tâjik-i),تاجیک‌هایی (Tâjik-hấ-i)تاجیکایی (Tâjikấi) (colloquial)
,singular,plural
1st person (I am/we are),تاجیکم (Tâjíkam),تاجیکیم (Tâjíkim)
2nd person (you are),تاجیکی (Tâjíki),تاجیکید (Tâjíkid)تاجیکین (Tâjíkin) (colloquial)
"3rd person (he, she, it is/they are)",تاجیک است (Tâjík ast) تاجیکه (Tâjíke) (colloquial),تاجیکند (Tâjíkand) تاجیکن (Tâjíkan) (colloquial)
