0,1,2
Dari,کتاب,
Iranian Persian,کتاب,
Tajik,китоб ‎(kitob),
,singular,plural
1st person singular (my),китобам (kitobam),китобҳоям (kitobhoyam)
2nd person singular (your),китобат (kitobat),китобҳоят (kitobhoyat)
3rd person singular (his/her/its),китобаш (kitobaš),китобҳояш (kitobhoyaš)
,,
1st person plural (our),китобамон (kitobamon),китобҳоямон (kitobhoyamon)
2nd person plural (your),китобатон (kitobaton),китобҳоятон (kitobhoyaton)
3rd person plural (their),китобашон (kitobašon),китобҳояшон (kitobhoyašon)
