0,1,2,3,4,5,6,7,8,9
Dari,شنیدن,,,,,,,,
Iranian Persian,شنیدن,,,,,,,,
Tajik,шунидан ‎(šunidan),,,,,,,,
infinitive,шунидан (šunidan),,,,,,,,
,,,,,,,,,
present stem,шунав ‎(šunav),past stem,шунид ‎(šunid),,,,,,
present participle,шунаванда ‎(šunavanda),past participle,шунида ‎(šunida),,,,,,
indicative,,,,,,,,,
future,ман,хоҳам шунид ‎(xoham šunid),мо,хоҳем шунид ‎(xohem šunid),past,ман,шунидам ‎(šunidam),мо,шунидем ‎(šunidem)
ту,хоҳӣ шунид ‎(xohī šunid),шумо,хоҳед шунид ‎(xohed šunid),ту,шунидӣ ‎(šunidī),шумо,шунидед ‎(šunided),,
ӯ,хоҳад шунид ‎(xohad šunid),онҳо,хоҳанд шунид ‎(xohand šunid),ӯ,шунид ‎(šunid),онҳо,шуниданд ‎(šunidand),,
,,,,,,,,,
present (imperfect),ман,мешунавам ‎(mešunavam),мо,мешунавем ‎(mešunavem),past (imperfect),ман,мешунидам ‎(mešunidam),мо,мешунидем ‎(mešunidem)
ту,мешунавӣ ‎(mešunavī),шумо,мешунавед ‎(mešunaved),ту,мешунидӣ ‎(mešunidī),шумо,мешунидед ‎(mešunided),,
ӯ,мешунавад ‎(mešunavad),онҳо,мешунаванд ‎(mešunavand),ӯ,мешунид ‎(mešunid),онҳо,мешуниданд ‎(mešunidand),,
,,,,,,,,,
present progressive,ман,шунида истодаам ‎(šunida istodaam),мо,шунида истодаем ‎(šunida istodayem),past progressive,ман,шунида истода будам ‎(šunida istoda budam),мо,шунида истода будем ‎(šunida istoda budem)
ту,шунида истодаӣ ‎(šunida istodayī),шумо,шунида истодаед ‎(šunida istodayed),ту,шунида истода будӣ ‎(šunida istoda budī),шумо,шунида истода будед ‎(šunida istoda buded),,
ӯ,шунида истода ‎(šunida istoda),онҳо,шунида истодаанд ‎(šunida istodaand),ӯ,шунида истода буд ‎(šunida istoda bud),онҳо,шунида истода буданд ‎(šunida istoda budand),,
,,,,,,,,,
present perfect,ман,шунидаам ‎(šunidaam),мо,шунидаем ‎(šunidayem),pluperfect,ман,шунида будам ‎(šunida budam),мо,шунида будем ‎(šunida budem)
ту,шунидаӣ ‎(šunidayī),шумо,шунидаед ‎(šunidayed),ту,шунида будӣ ‎(šunida budī),шумо,шунида будед ‎(šunida buded),,
ӯ,шунида ‎(šunida),онҳо,шунидаанд ‎(šunidaand),ӯ,шунида буд ‎(šunida bud),онҳо,шунида буданд ‎(šunida budand),,
,,,,,,,,,
subjunctive,,,,,,,,,
present,ман,шунавам ‎(šunavam),мо,шунавем ‎(šunavem),past,ман,шунида бошам ‎(šunida bošam),мо,шунида бошем ‎(šunida bošem)
ту,шунавӣ ‎(šunavī),шумо,шунавед ‎(šunaved),ту,шунида бошӣ ‎(šunida bošī),шумо,шунида бошед ‎(šunida bošed),,
ӯ,шунавад ‎(šunavad),онҳо,шунаванд ‎(šunavand),ӯ,шунида бошад ‎(šunida bošad),онҳо,шунида бошанд ‎(šunida bošand),,
,,,,,,,,,
imperative,ту,шунав ‎(šunav),шумо,шунавед ‎(šunaved),,,,,
