0,1,2,3
Assamese: নগৰ ‎(nôgôr)  Bengali: নগর ‎(nôgôr)  Gujarati: નગર ‎(nagar)  Hindi: नगर ‎(nagar)  Khmer: នគរ ‎(norkor)  Kannada: ನಗರ ‎(nagara)  Malay: negara,,Marathi: नगर ‎(nagar)  Sinhalese: නගරය ‎(nagaraya)  Tamil: நகரம் ‎(nakaram)  Telugu: నగరము ‎(nagaramu)  Thai: นคร ‎(nákon)  Urdu: نگر ‎(nagar),
Neuter a-stem declension of नगर,,,
Nom. sg.,नगरम् ‎(nagaram),,
Gen. sg.,नगरस्य ‎(nagarasya),,
,Singular,Dual,Plural
Nominative,नगरम् ‎(nagaram),नगरे ‎(nagare),नगराणि ‎(nagarāṇi)
Vocative,नगर ‎(nagara),नगरे ‎(nagare),नगराणि ‎(nagarāṇi)
Accusative,नगरम् ‎(nagaram),नगरे ‎(nagare),नगराणि ‎(nagarāṇi)
Instrumental,नगरेण ‎(nagareṇa),नगराभ्याम् ‎(nagarābhyām),नगरैः ‎(nagaraiḥ)
Dative,नगरा ‎(nagarā),नगराभ्याम् ‎(nagarābhyām),नगरेभ्यः ‎(nagarebhyaḥ)
Ablative,नगरात् ‎(nagarāt),नगराभ्याम् ‎(nagarābhyām),नगरेभ्यः ‎(nagarebhyaḥ)
Genitive,नगरस्य ‎(nagarasya),नगरयोः ‎(nagarayoḥ),नगराणाम् ‎(nagarāṇām)
Locative,नगरे ‎(nagare),नगरयोः ‎(nagarayoḥ),नगरेषु ‎(nagareṣu)
