0,1
,Singular
Nominative,मूलम् ‎(mūlam)
Vocative,मूल ‎(mūla)
Accusative,मूलम् ‎(mūlam)
Instrumental,मूलेन ‎(mūlena)
Dative,मूलाय ‎(mūlāya)
Ablative,मूलात् ‎(mūlāt)
Genitive,मूलस्य ‎(mūlasya)
Locative,मूले ‎(mūle)
