0,1,2,3
Neuter a-stem declension of सत्य,,,
Nom. sg.,सत्यम् ‎(satyam),,
Gen. sg.,सत्यस्य ‎(satyasya),,
,Singular,Dual,Plural
Nominative,सत्यम् ‎(satyam),सत्ये ‎(satye),सत्यानि ‎(satyāni)
Vocative,सत्य ‎(satya),सत्ये ‎(satye),सत्यानि ‎(satyāni)
Accusative,सत्यम् ‎(satyam),सत्ये ‎(satye),सत्यानि ‎(satyāni)
Instrumental,सत्येन ‎(satyena),सत्याभ्याम् ‎(satyābhyām),सत्यैः ‎(satyaiḥ)
Dative,सत्या ‎(satyā),सत्याभ्याम् ‎(satyābhyām),सत्येभ्यः ‎(satyebhyaḥ)
Ablative,सत्यात् ‎(satyāt),सत्याभ्याम् ‎(satyābhyām),सत्येभ्यः ‎(satyebhyaḥ)
Genitive,सत्यस्य ‎(satyasya),सत्ययोः ‎(satyayoḥ),सत्यानाम् ‎(satyānām)
Locative,सत्ये ‎(satye),सत्ययोः ‎(satyayoḥ),सत्येषु ‎(satyeṣu)
