0,1,2
Audio,,(file)
"Inflection (plural in -k, back harmony)",,
,singular,plural
nominative,golyó,golyók
accusative,golyót,golyókat
dative,golyónak,golyóknak
instrumental,golyóval,golyókkal
causal-final,golyóért,golyókért
translative,golyóvá,golyókká
terminative,golyóig,golyókig
essive-formal,golyóként,golyókként
essive-modal,—,—
inessive,golyóban,golyókban
superessive,golyón,golyókon
adessive,golyónál,golyóknál
illative,golyóba,golyókba
sublative,golyóra,golyókra
allative,golyóhoz,golyókhoz
elative,golyóból,golyókból
delative,golyóról,golyókról
ablative,golyótól,golyóktól
Possessive forms of golyó,,
possessor,single possession,multiple possessions
1st person sing.,golyóm,golyóim
2nd person sing.,golyód,golyóid
3rd person sing.,golyója,golyói
1st person plural,golyónk,golyóink
2nd person plural,golyótok,golyóitok
3rd person plural,golyójuk,golyóik
ágyúgolyó  hógolyó  súlygolyó,,szemgolyó  tűzgolyó
