0,1,2,3,4,5,6
Audio,,(file),,,,
"Inflection (plural in -ak, back harmony)",,,,,,
,singular,plural,,,,
nominative,arany,aranyak,,,,
accusative,aranyat,aranyakat,,,,
dative,aranynak,aranyaknak,,,,
instrumental,arannyal,aranyakkal,,,,
causal-final,aranyért,aranyakért,,,,
translative,arannyá,aranyakká,,,,
terminative,aranyig,aranyakig,,,,
essive-formal,aranyként,aranyakként,,,,
essive-modal,—,—,,,,
inessive,aranyban,aranyakban,,,,
superessive,aranyon,aranyakon,,,,
adessive,aranynál,aranyaknál,,,,
illative,aranyba,aranyakba,,,,
sublative,aranyra,aranyakra,,,,
allative,aranyhoz,aranyakhoz,,,,
elative,aranyból,aranyakból,,,,
delative,aranyról,aranyakról,,,,
ablative,aranytól,aranyaktól,,,,
Possessive forms of arany,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,aranyam,aranyaim,,,,
2nd person sing.,aranyad,aranyaid,,,,
3rd person sing.,aranya,aranyai,,,,
1st person plural,aranyunk,aranyaink,,,,
2nd person plural,aranyatok,aranyaitok,,,,
3rd person plural,aranyuk,aranyaik,,,,
aranyárfolyam  aranyásó  aranybánya  aranyér  aranyérem  aranyérme,,aranyeső  aranyfüst  aranygaluska  aranyhal  aranyhörcsög  aranykereslet,,aranylakodalom  aranyláz  aranymetszés  aranypénz  aranyrög,,aranysakál  aranytartalék  aranytermelés  fehérarany  óarany
