0,1,2
"Inflection (stem in long/high vowel, front rounded harmony)",,
,singular,plural
nominative,döntő,döntők
accusative,döntőt,döntőket
dative,döntőnek,döntőknek
instrumental,döntővel,döntőkkel
causal-final,döntőért,döntőkért
translative,döntővé,döntőkké
terminative,döntőig,döntőkig
essive-formal,döntőként,döntőkként
essive-modal,—,—
inessive,döntőben,döntőkben
superessive,döntőn,döntőkön
adessive,döntőnél,döntőknél
illative,döntőbe,döntőkbe
sublative,döntőre,döntőkre
allative,döntőhöz,döntőkhöz
elative,döntőből,döntőkből
delative,döntőről,döntőkről
ablative,döntőtől,döntőktől
Possessive forms of döntő,,
possessor,single possession,multiple possessions
1st person sing.,döntőm,döntőim
2nd person sing.,döntőd,döntőid
3rd person sing.,döntője,döntői
1st person plural,döntőnk,döntőink
2nd person plural,döntőtök,döntőitek
3rd person plural,döntőjük,döntőik
"Inflection (stem in -e-, front rounded harmony)",,
,singular,plural
nominative,döntő,döntőek
accusative,döntőt,döntőeket
dative,döntőnek,döntőeknek
instrumental,döntővel,döntőekkel
causal-final,döntőért,döntőekért
translative,döntővé,döntőekké
terminative,döntőig,döntőekig
essive-formal,döntőként,döntőekként
essive-modal,—,—
inessive,döntőben,döntőekben
superessive,döntőn,döntőeken
adessive,döntőnél,döntőeknél
illative,döntőbe,döntőekbe
sublative,döntőre,döntőekre
allative,döntőhöz,döntőekhez
elative,döntőből,döntőekből
delative,döntőről,döntőekről
ablative,döntőtől,döntőektől
