0,1,2
"Inflection (stem in long/high vowel, back harmony)",,
,singular,plural
nominative,fattyú,fattyúk
accusative,fattyút,fattyúkat
dative,fattyúnak,fattyúknak
instrumental,fattyúval,fattyúkkal
causal-final,fattyúért,fattyúkért
translative,fattyúvá,fattyúkká
terminative,fattyúig,fattyúkig
essive-formal,fattyúként,fattyúkként
essive-modal,—,—
inessive,fattyúban,fattyúkban
superessive,fattyún,fattyúkon
adessive,fattyúnál,fattyúknál
illative,fattyúba,fattyúkba
sublative,fattyúra,fattyúkra
allative,fattyúhoz,fattyúkhoz
elative,fattyúból,fattyúkból
delative,fattyúról,fattyúkról
ablative,fattyútól,fattyúktól
Possessive forms of fattyú,,
possessor,single possession,multiple possessions
1st person sing.,fattyúm,fattyúim
2nd person sing.,fattyúd,fattyúid
3rd person sing.,fattyúja,fattyúi
1st person plural,fattyúnk,fattyúink
2nd person plural,fattyútok,fattyúitok
3rd person plural,fattyújuk,fattyúik
"Inflection (stem in -a-, back harmony)",,
,singular,plural
nominative,fattyú,fattyak
accusative,fattyat,fattyakat
dative,fattyúnak,fattyaknak
instrumental,fattyúval,fattyakkal
causal-final,fattyúért,fattyakért
translative,fattyúvá,fattyakká
terminative,fattyúig,fattyakig
essive-formal,fattyúként,fattyakként
essive-modal,—,—
inessive,fattyúban,fattyakban
superessive,fattyon,fattyakon
adessive,fattyúnál,fattyaknál
illative,fattyúba,fattyakba
sublative,fattyúra,fattyakra
allative,fattyúhoz,fattyakhoz
elative,fattyúból,fattyakból
delative,fattyúról,fattyakról
ablative,fattyútól,fattyaktól
Possessive forms of fattyú,,
possessor,single possession,multiple possessions
1st person sing.,fattyam,fattyaim
2nd person sing.,fattyad,fattyaid
3rd person sing.,fattya,fattyai
1st person plural,fattyunk,fattyaink
2nd person plural,fattyatok,fattyaitok
3rd person plural,fattyuk,fattyaik
