0,1,2,3,4,5,6
Audio,,(file),,,,
"Inflection (plural in -ök, front rounded harmony)",,,,,,
,singular,plural,,,,
nominative,űr,űrök,,,,
accusative,űrt,űröket,,,,
dative,űrnek,űröknek,,,,
instrumental,űrrel,űrökkel,,,,
causal-final,űrért,űrökért,,,,
translative,űrré,űrökké,,,,
terminative,űrig,űrökig,,,,
essive-formal,űrként,űrökként,,,,
essive-modal,—,—,,,,
inessive,űrben,űrökben,,,,
superessive,űrön,űrökön,,,,
adessive,űrnél,űröknél,,,,
illative,űrbe,űrökbe,,,,
sublative,űrre,űrökre,,,,
allative,űrhöz,űrökhöz,,,,
elative,űrből,űrökből,,,,
delative,űrről,űrökről,,,,
ablative,űrtől,űröktől,,,,
Possessive forms of űr,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,űröm,űrjeim,,,,
2nd person sing.,űröd,űrjeid,,,,
3rd person sing.,űrje,űrjei,,,,
1st person plural,űrünk,űrjeink,,,,
2nd person plural,űrötök,űrjeitek,,,,
3rd person plural,űrjük,űrjeik,,,,
Possessive forms of űr,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,űröm,űreim,,,,
2nd person sing.,űröd,űreid,,,,
3rd person sing.,űre,űrei,,,,
1st person plural,űrünk,űreink,,,,
2nd person plural,űrötök,űreitek,,,,
3rd person plural,űrük,űreik,,,,
űrállomás  űrhajó  űrhajós  űrkutatás,,űrlap  űrlény  űrpálya  űrrepülés,,űrrepülőgép  űrruha  űrséta  űrsikló,,űrszonda  űrtartalom  űrutazás
