0,1,2,3,4,5,6
"Inflection (stem in -a-, back harmony)",,,,,,
,singular,plural,,,,
nominative,házi,háziak,,,,
accusative,házit,háziakat,,,,
dative,házinak,háziaknak,,,,
instrumental,házival,háziakkal,,,,
causal-final,háziért,háziakért,,,,
translative,házivá,háziakká,,,,
terminative,háziig,háziakig,,,,
essive-formal,háziként,háziakként,,,,
essive-modal,—,—,,,,
inessive,háziban,háziakban,,,,
superessive,házin,háziakon,,,,
adessive,házinál,háziaknál,,,,
illative,háziba,háziakba,,,,
sublative,házira,háziakra,,,,
allative,házihoz,háziakhoz,,,,
elative,háziból,háziakból,,,,
delative,háziról,háziakról,,,,
ablative,házitól,háziaktól,,,,
háziállat  háziasszony  házigazda,,házikacsa  házikecske  házimacska,,házimozi  házirend,,házityúk
"Inflection (stem in long/high vowel, back harmony)",,,,,,
,singular,plural,,,,
nominative,házi,házik,,,,
accusative,házit,házikat,,,,
dative,házinak,háziknak,,,,
instrumental,házival,házikkal,,,,
causal-final,háziért,házikért,,,,
translative,házivá,házikká,,,,
terminative,háziig,házikig,,,,
essive-formal,háziként,házikként,,,,
essive-modal,—,—,,,,
inessive,háziban,házikban,,,,
superessive,házin,házikon,,,,
adessive,házinál,háziknál,,,,
illative,háziba,házikba,,,,
sublative,házira,házikra,,,,
allative,házihoz,házikhoz,,,,
elative,háziból,házikból,,,,
delative,háziról,házikról,,,,
ablative,házitól,háziktól,,,,
