0,1,2,3,4,5,6,7,8
Infinitive,gondozni,,,,,,,
Past participle,gondozott,,,,,,,
Present participle,gondozó,,,,,,,
Future participle,gondozandó,,,,,,,
Adverbial participle,gondozva,,,,,,,
Potential,gondozhat,,,,,,,
,1st person sg,2nd person sg informal,"3rd person sg,2nd person sg formal",1st person pl,2nd person pl informal,"3rd person pl,2nd person pl formal",,
Indicative Mood,Present,Indefinite,gondozok,gondozol,gondoz,gondozunk,gondoztok,gondoznak
Definite,gondozom én téged/titeketgondozlak,gondozod,gondozza,gondozzuk,gondozzátok,gondozzák,,
Past,Indefinite,gondoztam,gondoztál,gondozott,gondoztunk,gondoztatok,gondoztak,
Definite,gondoztamén téged/titeketgondoztalak,gondoztad,gondozta,gondoztuk,gondoztátok,gondozták,,
Conditional Mood,Present,Indefinite,gondoznék,gondoznál,gondozna,gondoznánk,gondoznátok,gondoznának
Definite,gondoznámén téged/titeketgondoználak,gondoznád,gondozná,gondoznánk,gondoznátok,gondoznák,,
Subjunctive Mood,Present,Indefinite,gondozzak,gondozzorgondozzál,gondozzon,gondozzunk,gondozzatok,gondozzanak
Definite,gondozzamén téged/titeketgondozzalak,gondozdorgondozzad,gondozza,gondozzuk,gondozzátok,gondozzák,,
Conjugated Infinitive,gondoznom,gondoznod,gondoznia,gondoznunk,gondoznotok,gondozniuk,,
