0,1,2
Audio,,(file)
"Inflection (stem in -a-, back harmony)",,
,singular,plural
nominative,anyagi,anyagiak
accusative,anyagit,anyagiakat
dative,anyaginak,anyagiaknak
instrumental,anyagival,anyagiakkal
causal-final,anyagiért,anyagiakért
translative,anyagivá,anyagiakká
terminative,anyagiig,anyagiakig
essive-formal,anyagiként,anyagiakként
essive-modal,—,—
inessive,anyagiban,anyagiakban
superessive,anyagin,anyagiakon
adessive,anyaginál,anyagiaknál
illative,anyagiba,anyagiakba
sublative,anyagira,anyagiakra
allative,anyagihoz,anyagiakhoz
elative,anyagiból,anyagiakból
delative,anyagiról,anyagiakról
ablative,anyagitól,anyagiaktól
"Inflection (stem in -a-, back harmony)",,
,singular,plural
nominative,—,anyagiak
accusative,—,anyagiakat
dative,—,anyagiaknak
instrumental,—,anyagiakkal
causal-final,—,anyagiakért
translative,—,anyagiakká
terminative,—,anyagiakig
essive-formal,—,anyagiakként
essive-modal,—,—
inessive,—,anyagiakban
superessive,—,anyagiakon
adessive,—,anyagiaknál
illative,—,anyagiakba
sublative,—,anyagiakra
allative,—,anyagiakhoz
elative,—,anyagiakból
delative,—,anyagiakról
ablative,—,anyagiaktól
