0,1,2
Audio,,(file)
"Inflection (stem in -o-, back harmony)",,
,singular,plural
nominative,gazdag,gazdagok
accusative,gazdagot,gazdagokat
dative,gazdagnak,gazdagoknak
instrumental,gazdaggal,gazdagokkal
causal-final,gazdagért,gazdagokért
translative,gazdaggá,gazdagokká
terminative,gazdagig,gazdagokig
essive-formal,gazdagként,gazdagokként
essive-modal,—,—
inessive,gazdagban,gazdagokban
superessive,gazdagon,gazdagokon
adessive,gazdagnál,gazdagoknál
illative,gazdagba,gazdagokba
sublative,gazdagra,gazdagokra
allative,gazdaghoz,gazdagokhoz
elative,gazdagból,gazdagokból
delative,gazdagról,gazdagokról
ablative,gazdagtól,gazdagoktól
gazdagít  gazdagodik,,gazdagság  gazdagszik
