0,1,2
"Inflection (stem in long/high vowel, back harmony)",,
,singular,plural
nominative,fordítható,fordíthatók
accusative,fordíthatót,fordíthatókat
dative,fordíthatónak,fordíthatóknak
instrumental,fordíthatóval,fordíthatókkal
causal-final,fordíthatóért,fordíthatókért
translative,fordíthatóvá,fordíthatókká
terminative,fordíthatóig,fordíthatókig
essive-formal,fordíthatóként,fordíthatókként
essive-modal,—,—
inessive,fordíthatóban,fordíthatókban
superessive,fordíthatón,fordíthatókon
adessive,fordíthatónál,fordíthatóknál
illative,fordíthatóba,fordíthatókba
sublative,fordíthatóra,fordíthatókra
allative,fordíthatóhoz,fordíthatókhoz
elative,fordíthatóból,fordíthatókból
delative,fordíthatóról,fordíthatókról
ablative,fordíthatótól,fordíthatóktól
"Inflection (stem in -a-, back harmony)",,
,singular,plural
nominative,fordítható,fordíthatóak
accusative,fordíthatót,fordíthatóakat
dative,fordíthatónak,fordíthatóaknak
instrumental,fordíthatóval,fordíthatóakkal
causal-final,fordíthatóért,fordíthatóakért
translative,fordíthatóvá,fordíthatóakká
terminative,fordíthatóig,fordíthatóakig
essive-formal,fordíthatóként,fordíthatóakként
essive-modal,—,—
inessive,fordíthatóban,fordíthatóakban
superessive,fordíthatón,fordíthatóakon
adessive,fordíthatónál,fordíthatóaknál
illative,fordíthatóba,fordíthatóakba
sublative,fordíthatóra,fordíthatóakra
allative,fordíthatóhoz,fordíthatóakhoz
elative,fordíthatóból,fordíthatóakból
delative,fordíthatóról,fordíthatóakról
ablative,fordíthatótól,fordíthatóaktól
