0,1,2
<  2.,3.0,4.  >
Cardinal : három     Ordinal : harmadik,,
,,
Audio,,(file)
"Inflection (stem in -a-, back harmony)",,
,singular,plural
nominative,harmadik,harmadikak
accusative,harmadikat,harmadikakat
dative,harmadiknak,harmadikaknak
instrumental,harmadikkal,harmadikakkal
causal-final,harmadikért,harmadikakért
translative,harmadikká,harmadikakká
terminative,harmadikig,harmadikakig
essive-formal,harmadikként,harmadikakként
essive-modal,—,—
inessive,harmadikban,harmadikakban
superessive,harmadikon,harmadikakon
adessive,harmadiknál,harmadikaknál
illative,harmadikba,harmadikakba
sublative,harmadikra,harmadikakra
allative,harmadikhoz,harmadikakhoz
elative,harmadikból,harmadikakból
delative,harmadikról,harmadikakról
ablative,harmadiktól,harmadikaktól
"Inflection (stem in -o-, back harmony)",,
,singular,plural
nominative,harmadik,harmadikok
accusative,harmadikot,harmadikokat
dative,harmadiknak,harmadikoknak
instrumental,harmadikkal,harmadikokkal
causal-final,harmadikért,harmadikokért
translative,harmadikká,harmadikokká
terminative,harmadikig,harmadikokig
essive-formal,harmadikként,harmadikokként
essive-modal,—,—
inessive,harmadikban,harmadikokban
superessive,harmadikon,harmadikokon
adessive,harmadiknál,harmadikoknál
illative,harmadikba,harmadikokba
sublative,harmadikra,harmadikokra
allative,harmadikhoz,harmadikokhoz
elative,harmadikból,harmadikokból
delative,harmadikról,harmadikokról
ablative,harmadiktól,harmadikoktól
Possessive forms of harmadik,,
possessor,single possession,multiple possessions
1st person sing.,harmadikom,harmadikaim
2nd person sing.,harmadikod,harmadikaid
3rd person sing.,harmadika,harmadikai
1st person plural,harmadikunk,harmadikaink
2nd person plural,harmadikotok,harmadikaitok
3rd person plural,harmadikuk,harmadikaik
