0,1,2,3
,Singular,Dual,Plural
Nominative,чоудоčudo,чоудесѣčudesě,чоудесаčudesa
Accusative,чоудоčudo,чоудесѣčudesě,чоудесаčudesa
Genitive,чоудесеčudese,чоудесоуčudesu,чоудесъčudesŭ
Locative,чоудесеčudese,чоудесоуčudesu,чоудесьхъčudesĭxŭ
Dative,чоудесиčudesi,чоудесьмаčudesĭma,чоудесьмъčudesĭmŭ
Instrumental,чоудесьмьčudesĭmĭ,чоудесьмаčudesĭma,чоудесꙑčudesy
Vocative,чоудоčudo,чоудесѣčudesě,чоудесаčudesa
,Singular,Dual,Plural
Nominative,чоудоčudo,чоудѣčudě,чоудаčuda
Accusative,чоудоčudo,чоудѣčudě,чоудаčuda
Genitive,чоудаčuda,чоудоуčudu,чоудъčudŭ
Locative,чоудѣčudě,чоудоуčudu,чоудѣхъčuděxŭ
Dative,чоудоуčudu,чоудомаčudoma,чоудомъčudomŭ
Instrumental,чоудомьčudomĭ,чоудомаčudoma,чоудꙑčudy
Vocative,чоудоčudo,чоудѣčudě,чоудаčuda
