0,1,2
,singular,plural
nominative,betoon,betoonid
genitive,betooni,betoonide
partitive,betooni,betooni / betoonisid
illative,betooni / betoonisse,betoonidesse / betoonisse
inessive,betoonis,betoonides / betoonis
elative,betoonist,betoonidest / betoonist
allative,betoonile,betoonidele / betoonile
adessive,betoonil,betoonidel / betoonil
ablative,betoonilt,betoonidelt / betoonilt
translative,betooniks,betoonideks / betooniks
terminative,betoonini,betoonideni
essive,betoonina,betoonidena
abessive,betoonita,betoonideta
comitative,betooniga,betoonidega
