0,1,2,3,4,5
infinitive (nafnháttur),að gorta,,,,
supine (sagnbót),gortað,,,,
present participle (lýsingarháttur nútíðar),gortandi,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,
present (nútíð),ég gorta,við gortum,present (nútíð),ég gorti,við gortum
þú gortar,þið gortið,þú gortir,þið gortið,,
"hann, hún, það gortar","þeir, þær, þau gorta","hann, hún, það gorti","þeir, þær, þau gorti",,
,,,,,
past (þátíð),ég gortaði,við gortuðum,past (þátíð),ég gortaði,við gortuðum
þú gortaðir,þið gortuðuð,þú gortaðir,þið gortuðuð,,
"hann, hún, það gortaði","þeir, þær, þau gortuðu","hann, hún, það gortaði","þeir, þær, þau gortuðu",,
,,,,,
imperative (boðháttur),gorta (þú),gortið (þið),,,
Forms with appended personal pronoun,,,,,
gortaðu,gortiði *,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,
