0,1,2,3,4
singular,masculine,feminine,neuter,
nominative,hagur,hög,hagt,
accusative,hagan,haga,hagt,
dative,högum,hagri,högu,
genitive,hags,hagrar,hags,
plural,masculine,feminine,neuter,
nominative,hagir,hagar,hög,
accusative,haga,hagar,hög,
dative,högum,högum,högum,
genitive,hagra,hagra,hagra,
singular,masculine,feminine,neuter,
nominative,hagi,haga,haga,
accusative,haga,högu,haga,
dative,haga,högu,haga,
genitive,haga,högu,haga,
plural,masculine,feminine,neuter,
nominative,högu,högu,högu,
accusative,högu,högu,högu,
dative,högu,högu,högu,
genitive,högu,högu,högu,
singular,masculine,feminine,neuter,
nominative,hagari,hagari,hagara,
accusative,hagari,hagari,hagara,
dative,hagari,hagari,hagara,
genitive,hagari,hagari,hagara,
plural,masculine,feminine,neuter,
nominative,hagari,hagari,hagari,
accusative,hagari,hagari,hagari,
dative,hagari,hagari,hagari,
genitive,hagari,hagari,hagari,
singular,masculine,feminine,neuter,
nominative,hagastur,högust,hagast,
accusative,hagastan,hagasta,hagast,
dative,högustum,hagastri,högustu,
genitive,hagasts,hagastrar,hagasts,
plural,masculine,feminine,neuter,
nominative,hagastir,hagastar,högust,
accusative,hagasta,hagastar,högust,
dative,högustum,högustum,högustum,
genitive,hagastra,hagastra,hagastra,
singular,masculine,feminine,neuter,
nominative,hagasti,hagasta,hagasta,
accusative,hagasta,högustu,hagasta,
dative,hagasta,högustu,hagasta,
genitive,hagasta,högustu,hagasta,
plural,masculine,feminine,neuter,
nominative,högustu,högustu,högustu,
accusative,högustu,högustu,högustu,
dative,högustu,högustu,högustu,
genitive,högustu,högustu,högustu,
m-s2,singular,plural,,
,indefinite,definite,indefinite,definite
nominative,hagur,hagurinn,hagir,hagirnir
accusative,hag,haginn,hagi,hagina
dative,hag,hagnum,högum,högunum
genitive,hags,hagsins,haga,haganna
hafa hag af einhverju  sjá sér hag í,,"sjá sér hag í að gera  vera einhverjum í hag, vera í hag einhvers",,
efnahagur,,,,
